EventID,case:concept:name,concept:name,time:timestamp,lifecycle:transition,ground_truth_activity
4438,Case_37,E2,2023-01-16 10:05:00+00:00,complete,E2
4439,Case_642,A,2023-01-16 10:06:00+00:00,complete,A_end
4440,Case_761,E2,2023-01-16 10:12:00+00:00,complete,E2
4441,Case_207,B2,2023-01-16 10:20:00+00:00,complete,B2
4442,Case_37,A,2023-01-16 10:31:00+00:00,complete,A_end
4443,Case_667,F,2023-01-16 10:32:00+00:00,complete,F
4444,Case_251,A,2023-01-16 10:36:00+00:00,complete,A_start
4445,Case_761,A,2023-01-16 10:50:00+00:00,complete,A_end
4446,Case_251,C,2023-01-16 10:54:00+00:00,complete,C
4447,Case_251,D,2023-01-16 10:59:00+00:00,complete,D
4448,Case_251,B1,2023-01-16 11:00:00+00:00,complete,B1
4449,Case_207,A,2023-01-16 11:00:00+00:00,complete,A_middle
4450,Case_207,E1,2023-01-16 11:10:00+00:00,complete,E1
4451,Case_667,A,2023-01-16 11:15:00+00:00,complete,A_end
4452,Case_251,B2,2023-01-16 11:33:00+00:00,complete,B2
4453,Case_144,A,2023-01-16 11:33:00+00:00,complete,A_start
4454,Case_33,A,2023-01-16 11:38:00+00:00,complete,A_start
4455,Case_770,A,2023-01-16 11:44:00+00:00,complete,A_start
4456,Case_33,C,2023-01-16 11:50:00+00:00,complete,C
4457,Case_33,B1,2023-01-16 11:53:00+00:00,complete,B1
4458,Case_33,D,2023-01-16 11:54:00+00:00,complete,D
4459,Case_144,C,2023-01-16 11:54:00+00:00,complete,C
4460,Case_144,D,2023-01-16 11:56:00+00:00,complete,D
4461,Case_144,B1,2023-01-16 11:58:00+00:00,complete,B1
4462,Case_207,E2,2023-01-16 12:00:00+00:00,complete,E2
4463,Case_849,A,2023-01-16 12:08:00+00:00,complete,A_start
4464,Case_770,C,2023-01-16 12:12:00+00:00,complete,C
4465,Case_770,D,2023-01-16 12:13:00+00:00,complete,D
4466,Case_770,B1,2023-01-16 12:19:00+00:00,complete,B1
4467,Case_849,C,2023-01-16 12:28:00+00:00,complete,C
4468,Case_251,A,2023-01-16 12:29:00+00:00,complete,A_middle
4469,Case_849,B1,2023-01-16 12:30:00+00:00,complete,B1
4470,Case_33,B2,2023-01-16 12:31:00+00:00,complete,B2
4471,Case_849,D,2023-01-16 12:32:00+00:00,complete,D
4472,Case_207,A,2023-01-16 12:37:00+00:00,complete,A_end
4473,Case_144,B2,2023-01-16 12:41:00+00:00,complete,B2
4474,Case_729,A,2023-01-16 12:42:00+00:00,complete,A_start
4475,Case_251,F,2023-01-16 12:43:00+00:00,complete,F
4476,Case_770,B2,2023-01-16 12:43:00+00:00,complete,B2
4477,Case_33,A,2023-01-16 12:56:00+00:00,complete,A_middle
4478,Case_729,C,2023-01-16 13:12:00+00:00,complete,C
4479,Case_849,B2,2023-01-16 13:12:00+00:00,complete,B2
4480,Case_33,E1,2023-01-16 13:16:00+00:00,complete,E1
4481,Case_729,B1,2023-01-16 13:16:00+00:00,complete,B1
4482,Case_729,D,2023-01-16 13:16:00+00:00,complete,D
4483,Case_770,A,2023-01-16 13:34:00+00:00,complete,A_middle
4484,Case_144,A,2023-01-16 13:38:00+00:00,complete,A_middle
4485,Case_33,E2,2023-01-16 13:41:00+00:00,complete,E2
4486,Case_849,A,2023-01-16 13:46:00+00:00,complete,A_middle
4487,Case_729,B2,2023-01-16 13:47:00+00:00,complete,B2
4488,Case_251,A,2023-01-16 13:47:00+00:00,complete,A_end
4489,Case_144,F,2023-01-16 13:55:00+00:00,complete,F
4490,Case_770,F,2023-01-16 14:02:00+00:00,complete,F
4491,Case_33,A,2023-01-16 14:11:00+00:00,complete,A_end
4492,Case_849,E1,2023-01-16 14:16:00+00:00,complete,E1
4493,Case_379,A,2023-01-16 14:31:00+00:00,complete,A_start
4494,Case_729,A,2023-01-16 14:31:00+00:00,complete,A_middle
4495,Case_770,A,2023-01-16 14:40:00+00:00,complete,A_end
4496,Case_144,A,2023-01-16 14:49:00+00:00,complete,A_end
4497,Case_729,E1,2023-01-16 14:51:00+00:00,complete,E1
4498,Case_379,C,2023-01-16 14:57:00+00:00,complete,C
4499,Case_379,B1,2023-01-16 14:59:00+00:00,complete,B1
4500,Case_379,D,2023-01-16 14:59:00+00:00,complete,D
4501,Case_849,E2,2023-01-16 15:05:00+00:00,complete,E2
4502,Case_729,E2,2023-01-16 15:15:00+00:00,complete,E2
4503,Case_849,A,2023-01-16 15:20:00+00:00,complete,A_end
4504,Case_800,A,2023-01-16 15:28:00+00:00,complete,A_start
4505,Case_379,B2,2023-01-16 15:35:00+00:00,complete,B2
4506,Case_729,A,2023-01-16 15:40:00+00:00,complete,A_end
4507,Case_800,C,2023-01-16 15:40:00+00:00,complete,C
4508,Case_43,A,2023-01-16 15:41:00+00:00,complete,A_start
4509,Case_800,D,2023-01-16 15:44:00+00:00,complete,D
4510,Case_800,B1,2023-01-16 15:45:00+00:00,complete,B1
4511,Case_43,C,2023-01-16 15:52:00+00:00,complete,C
4512,Case_43,B1,2023-01-16 15:54:00+00:00,complete,B1
4513,Case_43,D,2023-01-16 15:56:00+00:00,complete,D
4514,Case_800,B2,2023-01-16 16:04:00+00:00,complete,B2
4515,Case_379,A,2023-01-16 16:20:00+00:00,complete,A_middle
4516,Case_43,B2,2023-01-16 16:21:00+00:00,complete,B2
4517,Case_800,A,2023-01-16 16:32:00+00:00,complete,A_middle
4518,Case_379,E1,2023-01-16 16:44:00+00:00,complete,E1
4519,Case_800,F,2023-01-16 16:52:00+00:00,complete,F
4520,Case_43,A,2023-01-16 17:13:00+00:00,complete,A_middle
4521,Case_379,E2,2023-01-16 17:22:00+00:00,complete,E2
4522,Case_472,A,2023-01-16 17:34:00+00:00,complete,A_start
4523,Case_43,E1,2023-01-16 17:36:00+00:00,complete,E1
4524,Case_472,C,2023-01-16 17:48:00+00:00,complete,C
4525,Case_472,D,2023-01-16 17:53:00+00:00,complete,D
4526,Case_472,B1,2023-01-16 17:53:00+00:00,complete,B1
4527,Case_379,A,2023-01-16 17:53:00+00:00,complete,A_end
4528,Case_43,E2,2023-01-16 18:00:00+00:00,complete,E2
4529,Case_800,A,2023-01-16 18:03:00+00:00,complete,A_end
4530,Case_472,B2,2023-01-16 18:20:00+00:00,complete,B2
4531,Case_43,A,2023-01-16 18:39:00+00:00,complete,A_end
4532,Case_722,A,2023-01-16 19:14:00+00:00,complete,A_start
4533,Case_472,A,2023-01-16 19:16:00+00:00,complete,A_middle
4534,Case_722,C,2023-01-16 19:31:00+00:00,complete,C
4535,Case_722,D,2023-01-16 19:32:00+00:00,complete,D
4536,Case_472,E1,2023-01-16 19:32:00+00:00,complete,E1
4537,Case_722,B1,2023-01-16 19:36:00+00:00,complete,B1
4538,Case_722,B2,2023-01-16 20:01:00+00:00,complete,B2
4539,Case_970,A,2023-01-16 20:03:00+00:00,complete,A_start
4540,Case_472,E2,2023-01-16 20:15:00+00:00,complete,E2
4541,Case_970,C,2023-01-16 20:26:00+00:00,complete,C
4542,Case_970,D,2023-01-16 20:29:00+00:00,complete,D
4543,Case_970,B1,2023-01-16 20:30:00+00:00,complete,B1
4544,Case_472,A,2023-01-16 20:46:00+00:00,complete,A_end
4545,Case_970,B2,2023-01-16 20:56:00+00:00,complete,B2
4546,Case_722,A,2023-01-16 20:57:00+00:00,complete,A_middle
4547,Case_722,F,2023-01-16 21:09:00+00:00,complete,F
4548,Case_353,A,2023-01-16 21:12:00+00:00,complete,A_start
4549,Case_353,C,2023-01-16 21:27:00+00:00,complete,C
4550,Case_353,D,2023-01-16 21:32:00+00:00,complete,D
4551,Case_353,B1,2023-01-16 21:33:00+00:00,complete,B1
4552,Case_353,B2,2023-01-16 21:52:00+00:00,complete,B2
4553,Case_970,A,2023-01-16 21:54:00+00:00,complete,A_middle
4554,Case_445,A,2023-01-16 21:55:00+00:00,complete,A_start
4555,Case_722,A,2023-01-16 22:10:00+00:00,complete,A_end
4556,Case_677,A,2023-01-16 22:15:00+00:00,complete,A_start
4557,Case_445,C,2023-01-16 22:16:00+00:00,complete,C
4558,Case_445,D,2023-01-16 22:17:00+00:00,complete,D
4559,Case_445,B1,2023-01-16 22:23:00+00:00,complete,B1
4560,Case_970,F,2023-01-16 22:24:00+00:00,complete,F
4561,Case_677,C,2023-01-16 22:25:00+00:00,complete,C
4562,Case_677,D,2023-01-16 22:26:00+00:00,complete,D
4563,Case_677,B1,2023-01-16 22:30:00+00:00,complete,B1
4564,Case_445,B2,2023-01-16 22:39:00+00:00,complete,B2
4565,Case_353,A,2023-01-16 22:40:00+00:00,complete,A_middle
4566,Case_353,E1,2023-01-16 22:51:00+00:00,complete,E1
4567,Case_677,B2,2023-01-16 23:00:00+00:00,complete,B2
4568,Case_445,A,2023-01-16 23:14:00+00:00,complete,A_middle
4569,Case_353,E2,2023-01-16 23:18:00+00:00,complete,E2
4570,Case_970,A,2023-01-16 23:18:00+00:00,complete,A_end
4571,Case_677,A,2023-01-16 23:21:00+00:00,complete,A_middle
4572,Case_456,A,2023-01-16 23:32:00+00:00,complete,A_start
4573,Case_353,A,2023-01-16 23:39:00+00:00,complete,A_end
4574,Case_677,F,2023-01-16 23:41:00+00:00,complete,F
4575,Case_445,E1,2023-01-16 23:43:00+00:00,complete,E1
4576,Case_456,C,2023-01-16 23:48:00+00:00,complete,C
4577,Case_456,B1,2023-01-16 23:52:00+00:00,complete,B1
4578,Case_456,D,2023-01-16 23:53:00+00:00,complete,D
4579,Case_627,A,2023-01-17 00:12:00+00:00,complete,A_start
4580,Case_804,A,2023-01-17 00:16:00+00:00,complete,A_start
4581,Case_627,C,2023-01-17 00:22:00+00:00,complete,C
4582,Case_456,B2,2023-01-17 00:24:00+00:00,complete,B2
4583,Case_627,D,2023-01-17 00:27:00+00:00,complete,D
4584,Case_627,B1,2023-01-17 00:28:00+00:00,complete,B1
4585,Case_445,E2,2023-01-17 00:30:00+00:00,complete,E2
4586,Case_627,B2,2023-01-17 00:44:00+00:00,complete,B2
4587,Case_804,C,2023-01-17 00:45:00+00:00,complete,C
4588,Case_804,D,2023-01-17 00:46:00+00:00,complete,D
4589,Case_677,A,2023-01-17 00:50:00+00:00,complete,A_end
4590,Case_804,B1,2023-01-17 00:52:00+00:00,complete,B1
4591,Case_445,A,2023-01-17 00:54:00+00:00,complete,A_end
4592,Case_456,A,2023-01-17 01:14:00+00:00,complete,A_middle
4593,Case_627,A,2023-01-17 01:34:00+00:00,complete,A_middle
4594,Case_804,B2,2023-01-17 01:37:00+00:00,complete,B2
4595,Case_456,E1,2023-01-17 01:43:00+00:00,complete,E1
4596,Case_627,F,2023-01-17 01:49:00+00:00,complete,F
4597,Case_804,A,2023-01-17 01:57:00+00:00,complete,A_middle
4598,Case_456,E2,2023-01-17 02:07:00+00:00,complete,E2
4599,Case_804,F,2023-01-17 02:09:00+00:00,complete,F
4600,Case_422,A,2023-01-17 02:18:00+00:00,complete,A_start
4601,Case_627,A,2023-01-17 02:36:00+00:00,complete,A_end
4602,Case_422,C,2023-01-17 02:39:00+00:00,complete,C
4603,Case_422,D,2023-01-17 02:40:00+00:00,complete,D
4604,Case_422,B1,2023-01-17 02:43:00+00:00,complete,B1
4605,Case_456,A,2023-01-17 02:44:00+00:00,complete,A_end
4606,Case_241,A,2023-01-17 02:59:00+00:00,complete,A_start
4607,Case_804,A,2023-01-17 03:01:00+00:00,complete,A_end
4608,Case_241,C,2023-01-17 03:12:00+00:00,complete,C
4609,Case_241,D,2023-01-17 03:15:00+00:00,complete,D
4610,Case_241,B1,2023-01-17 03:18:00+00:00,complete,B1
4611,Case_422,B2,2023-01-17 03:25:00+00:00,complete,B2
4612,Case_768,A,2023-01-17 03:33:00+00:00,complete,A_start
4613,Case_241,B2,2023-01-17 03:50:00+00:00,complete,B2
4614,Case_768,C,2023-01-17 04:00:00+00:00,complete,C
4615,Case_768,D,2023-01-17 04:01:00+00:00,complete,D
4616,Case_73,A,2023-01-17 04:03:00+00:00,complete,A_start
4617,Case_768,B1,2023-01-17 04:03:00+00:00,complete,B1
4618,Case_422,A,2023-01-17 04:09:00+00:00,complete,A_middle
4619,Case_73,C,2023-01-17 04:18:00+00:00,complete,C
4620,Case_73,D,2023-01-17 04:21:00+00:00,complete,D
4621,Case_73,B1,2023-01-17 04:22:00+00:00,complete,B1
4622,Case_422,E1,2023-01-17 04:26:00+00:00,complete,E1
4623,Case_241,A,2023-01-17 04:39:00+00:00,complete,A_middle
4624,Case_768,B2,2023-01-17 04:47:00+00:00,complete,B2
4625,Case_73,B2,2023-01-17 04:48:00+00:00,complete,B2
4626,Case_241,F,2023-01-17 04:54:00+00:00,complete,F
4627,Case_422,E2,2023-01-17 05:02:00+00:00,complete,E2
4628,Case_422,A,2023-01-17 05:39:00+00:00,complete,A_end
4629,Case_768,A,2023-01-17 05:40:00+00:00,complete,A_middle
4630,Case_73,A,2023-01-17 05:48:00+00:00,complete,A_middle
4631,Case_241,A,2023-01-17 05:58:00+00:00,complete,A_end
4632,Case_768,F,2023-01-17 05:59:00+00:00,complete,F
4633,Case_73,F,2023-01-17 06:07:00+00:00,complete,F
4634,Case_418,A,2023-01-17 06:49:00+00:00,complete,A_start
4635,Case_768,A,2023-01-17 06:59:00+00:00,complete,A_end
4636,Case_418,C,2023-01-17 07:07:00+00:00,complete,C
4637,Case_418,D,2023-01-17 07:08:00+00:00,complete,D
4638,Case_418,B1,2023-01-17 07:11:00+00:00,complete,B1
4639,Case_73,A,2023-01-17 07:14:00+00:00,complete,A_end
4640,Case_418,B2,2023-01-17 07:54:00+00:00,complete,B2
4641,Case_42,A,2023-01-17 08:06:00+00:00,complete,A_start
4642,Case_42,C,2023-01-17 08:23:00+00:00,complete,C
4643,Case_42,D,2023-01-17 08:26:00+00:00,complete,D
4644,Case_42,B1,2023-01-17 08:30:00+00:00,complete,B1
4645,Case_418,A,2023-01-17 08:38:00+00:00,complete,A_middle
4646,Case_418,E1,2023-01-17 08:48:00+00:00,complete,E1
4647,Case_42,B2,2023-01-17 08:49:00+00:00,complete,B2
4648,Case_42,A,2023-01-17 09:16:00+00:00,complete,A_middle
4649,Case_418,E2,2023-01-17 09:38:00+00:00,complete,E2
4650,Case_42,E1,2023-01-17 09:38:00+00:00,complete,E1
4651,Case_418,A,2023-01-17 10:01:00+00:00,complete,A_end
4652,Case_828,A,2023-01-17 10:10:00+00:00,complete,A_start
4653,Case_42,E2,2023-01-17 10:19:00+00:00,complete,E2
4654,Case_828,C,2023-01-17 10:40:00+00:00,complete,C
4655,Case_828,D,2023-01-17 10:42:00+00:00,complete,D
4656,Case_828,B1,2023-01-17 10:43:00+00:00,complete,B1
4657,Case_42,A,2023-01-17 10:53:00+00:00,complete,A_end
4658,Case_56,A,2023-01-17 11:00:00+00:00,complete,A_start
4659,Case_828,B2,2023-01-17 11:16:00+00:00,complete,B2
4660,Case_56,C,2023-01-17 11:20:00+00:00,complete,C
4661,Case_118,A,2023-01-17 11:23:00+00:00,complete,A_start
4662,Case_56,B1,2023-01-17 11:23:00+00:00,complete,B1
4663,Case_56,D,2023-01-17 11:25:00+00:00,complete,D
4664,Case_735,A,2023-01-17 11:36:00+00:00,complete,A_start
4665,Case_118,C,2023-01-17 11:37:00+00:00,complete,C
4666,Case_118,B1,2023-01-17 11:42:00+00:00,complete,B1
4667,Case_118,D,2023-01-17 11:42:00+00:00,complete,D
4668,Case_828,A,2023-01-17 11:53:00+00:00,complete,A_middle
4669,Case_735,C,2023-01-17 11:56:00+00:00,complete,C
4670,Case_56,B2,2023-01-17 11:58:00+00:00,complete,B2
4671,Case_735,D,2023-01-17 12:01:00+00:00,complete,D
4672,Case_735,B1,2023-01-17 12:03:00+00:00,complete,B1
4673,Case_828,E1,2023-01-17 12:16:00+00:00,complete,E1
4674,Case_735,B2,2023-01-17 12:21:00+00:00,complete,B2
4675,Case_118,B2,2023-01-17 12:26:00+00:00,complete,B2
4676,Case_56,A,2023-01-17 12:26:00+00:00,complete,A_middle
4677,Case_173,A,2023-01-17 12:28:00+00:00,complete,A_start
4678,Case_173,C,2023-01-17 12:38:00+00:00,complete,C
4679,Case_173,D,2023-01-17 12:41:00+00:00,complete,D
4680,Case_173,B1,2023-01-17 12:43:00+00:00,complete,B1
4681,Case_56,E1,2023-01-17 12:54:00+00:00,complete,E1
4682,Case_118,A,2023-01-17 12:55:00+00:00,complete,A_middle
4683,Case_735,A,2023-01-17 13:00:00+00:00,complete,A_middle
4684,Case_828,E2,2023-01-17 13:05:00+00:00,complete,E2
4685,Case_173,B2,2023-01-17 13:07:00+00:00,complete,B2
4686,Case_735,E1,2023-01-17 13:20:00+00:00,complete,E1
4687,Case_118,E1,2023-01-17 13:25:00+00:00,complete,E1
4688,Case_56,E2,2023-01-17 13:39:00+00:00,complete,E2
4689,Case_828,A,2023-01-17 13:39:00+00:00,complete,A_end
4690,Case_735,E2,2023-01-17 13:44:00+00:00,complete,E2
4691,Case_488,A,2023-01-17 13:49:00+00:00,complete,A_start
4692,Case_173,A,2023-01-17 13:56:00+00:00,complete,A_middle
4693,Case_56,A,2023-01-17 14:00:00+00:00,complete,A_end
4694,Case_488,C,2023-01-17 14:05:00+00:00,complete,C
4695,Case_488,D,2023-01-17 14:07:00+00:00,complete,D
4696,Case_488,B1,2023-01-17 14:07:00+00:00,complete,B1
4697,Case_118,E2,2023-01-17 14:14:00+00:00,complete,E2
4698,Case_416,A,2023-01-17 14:17:00+00:00,complete,A_start
4699,Case_735,A,2023-01-17 14:22:00+00:00,complete,A_end
4700,Case_173,E1,2023-01-17 14:26:00+00:00,complete,E1
4701,Case_70,A,2023-01-17 14:29:00+00:00,complete,A_start
4702,Case_118,A,2023-01-17 14:34:00+00:00,complete,A_end
4703,Case_70,C,2023-01-17 14:43:00+00:00,complete,C
4704,Case_416,C,2023-01-17 14:46:00+00:00,complete,C
4705,Case_488,B2,2023-01-17 14:46:00+00:00,complete,B2
4706,Case_70,D,2023-01-17 14:48:00+00:00,complete,D
4707,Case_416,B1,2023-01-17 14:49:00+00:00,complete,B1
4708,Case_70,B1,2023-01-17 14:50:00+00:00,complete,B1
4709,Case_416,D,2023-01-17 14:51:00+00:00,complete,D
4710,Case_173,E2,2023-01-17 14:54:00+00:00,complete,E2
4711,Case_173,A,2023-01-17 15:13:00+00:00,complete,A_end
4712,Case_70,B2,2023-01-17 15:25:00+00:00,complete,B2
4713,Case_416,B2,2023-01-17 15:25:00+00:00,complete,B2
4714,Case_488,A,2023-01-17 15:45:00+00:00,complete,A_middle
4715,Case_416,A,2023-01-17 15:46:00+00:00,complete,A_middle
4716,Case_416,F,2023-01-17 16:07:00+00:00,complete,F
4717,Case_70,A,2023-01-17 16:08:00+00:00,complete,A_middle
4718,Case_488,F,2023-01-17 16:14:00+00:00,complete,F
4719,Case_70,E1,2023-01-17 16:23:00+00:00,complete,E1
4720,Case_70,E2,2023-01-17 16:58:00+00:00,complete,E2
4721,Case_416,A,2023-01-17 17:12:00+00:00,complete,A_end
4722,Case_488,A,2023-01-17 17:25:00+00:00,complete,A_end
4723,Case_70,A,2023-01-17 17:28:00+00:00,complete,A_end
4724,Case_697,A,2023-01-17 18:55:00+00:00,complete,A_start
4725,Case_796,A,2023-01-17 19:04:00+00:00,complete,A_start
4726,Case_697,C,2023-01-17 19:09:00+00:00,complete,C
4727,Case_697,D,2023-01-17 19:11:00+00:00,complete,D
4728,Case_697,B1,2023-01-17 19:11:00+00:00,complete,B1
4729,Case_408,A,2023-01-17 19:16:00+00:00,complete,A_start
4730,Case_796,C,2023-01-17 19:20:00+00:00,complete,C
4731,Case_796,D,2023-01-17 19:22:00+00:00,complete,D
4732,Case_796,B1,2023-01-17 19:23:00+00:00,complete,B1
4733,Case_356,A,2023-01-17 19:37:00+00:00,complete,A_start
4734,Case_697,B2,2023-01-17 19:39:00+00:00,complete,B2
4735,Case_408,C,2023-01-17 19:40:00+00:00,complete,C
4736,Case_408,D,2023-01-17 19:42:00+00:00,complete,D
4737,Case_408,B1,2023-01-17 19:45:00+00:00,complete,B1
4738,Case_356,C,2023-01-17 19:57:00+00:00,complete,C
4739,Case_697,A,2023-01-17 19:59:00+00:00,complete,A_middle
4740,Case_356,D,2023-01-17 20:02:00+00:00,complete,D
4741,Case_356,B1,2023-01-17 20:03:00+00:00,complete,B1
4742,Case_796,B2,2023-01-17 20:07:00+00:00,complete,B2
4743,Case_697,E1,2023-01-17 20:17:00+00:00,complete,E1
4744,Case_72,A,2023-01-17 20:20:00+00:00,complete,A_start
4745,Case_408,B2,2023-01-17 20:24:00+00:00,complete,B2
4746,Case_72,C,2023-01-17 20:31:00+00:00,complete,C
4747,Case_72,D,2023-01-17 20:32:00+00:00,complete,D
4748,Case_72,B1,2023-01-17 20:36:00+00:00,complete,B1
4749,Case_356,B2,2023-01-17 20:37:00+00:00,complete,B2
4750,Case_697,E2,2023-01-17 20:44:00+00:00,complete,E2
4751,Case_725,A,2023-01-17 20:45:00+00:00,complete,A_start
4752,Case_796,A,2023-01-17 20:55:00+00:00,complete,A_middle
4753,Case_725,C,2023-01-17 20:56:00+00:00,complete,C
4754,Case_725,D,2023-01-17 21:00:00+00:00,complete,D
4755,Case_725,B1,2023-01-17 21:03:00+00:00,complete,B1
4756,Case_408,A,2023-01-17 21:06:00+00:00,complete,A_middle
4757,Case_72,B2,2023-01-17 21:17:00+00:00,complete,B2
4758,Case_697,A,2023-01-17 21:22:00+00:00,complete,A_end
4759,Case_796,F,2023-01-17 21:24:00+00:00,complete,F
4760,Case_356,A,2023-01-17 21:31:00+00:00,complete,A_middle
4761,Case_408,E1,2023-01-17 21:35:00+00:00,complete,E1
4762,Case_72,A,2023-01-17 21:39:00+00:00,complete,A_middle
4763,Case_725,B2,2023-01-17 21:48:00+00:00,complete,B2
4764,Case_72,E1,2023-01-17 21:56:00+00:00,complete,E1
4765,Case_356,E1,2023-01-17 21:57:00+00:00,complete,E1
4766,Case_408,E2,2023-01-17 22:07:00+00:00,complete,E2
4767,Case_725,A,2023-01-17 22:11:00+00:00,complete,A_middle
4768,Case_796,A,2023-01-17 22:19:00+00:00,complete,A_end
4769,Case_725,F,2023-01-17 22:27:00+00:00,complete,F
4770,Case_72,E2,2023-01-17 22:28:00+00:00,complete,E2
4771,Case_356,E2,2023-01-17 22:39:00+00:00,complete,E2
4772,Case_408,A,2023-01-17 22:45:00+00:00,complete,A_end
4773,Case_72,A,2023-01-17 23:06:00+00:00,complete,A_end
4774,Case_356,A,2023-01-17 23:19:00+00:00,complete,A_end
4775,Case_725,A,2023-01-17 23:27:00+00:00,complete,A_end
4776,Case_199,A,2023-01-17 23:52:00+00:00,complete,A_start
4777,Case_199,C,2023-01-18 00:11:00+00:00,complete,C
4778,Case_199,B1,2023-01-18 00:14:00+00:00,complete,B1
4779,Case_199,D,2023-01-18 00:14:00+00:00,complete,D
4780,Case_163,A,2023-01-18 00:24:00+00:00,complete,A_start
4781,Case_163,C,2023-01-18 00:38:00+00:00,complete,C
4782,Case_199,B2,2023-01-18 00:42:00+00:00,complete,B2
4783,Case_163,D,2023-01-18 00:42:00+00:00,complete,D
4784,Case_163,B1,2023-01-18 00:45:00+00:00,complete,B1
4785,Case_163,B2,2023-01-18 01:16:00+00:00,complete,B2
4786,Case_199,A,2023-01-18 01:30:00+00:00,complete,A_middle
4787,Case_163,A,2023-01-18 01:43:00+00:00,complete,A_middle
4788,Case_709,A,2023-01-18 01:56:00+00:00,complete,A_start
4789,Case_163,E1,2023-01-18 01:58:00+00:00,complete,E1
4790,Case_199,E1,2023-01-18 01:59:00+00:00,complete,E1
4791,Case_709,C,2023-01-18 02:23:00+00:00,complete,C
4792,Case_709,D,2023-01-18 02:27:00+00:00,complete,D
4793,Case_709,B1,2023-01-18 02:27:00+00:00,complete,B1
4794,Case_199,E2,2023-01-18 02:41:00+00:00,complete,E2
4795,Case_163,E2,2023-01-18 02:48:00+00:00,complete,E2
4796,Case_709,B2,2023-01-18 02:56:00+00:00,complete,B2
4797,Case_199,A,2023-01-18 03:12:00+00:00,complete,A_end
4798,Case_709,A,2023-01-18 03:18:00+00:00,complete,A_middle
4799,Case_163,A,2023-01-18 03:25:00+00:00,complete,A_end
4800,Case_709,F,2023-01-18 03:33:00+00:00,complete,F
4801,Case_709,A,2023-01-18 04:53:00+00:00,complete,A_end
4802,Case_50,A,2023-01-18 05:27:00+00:00,complete,A_start
4803,Case_50,C,2023-01-18 05:43:00+00:00,complete,C
4804,Case_50,D,2023-01-18 05:47:00+00:00,complete,D
4805,Case_50,B1,2023-01-18 05:47:00+00:00,complete,B1
4806,Case_282,A,2023-01-18 05:56:00+00:00,complete,A_start
4807,Case_760,A,2023-01-18 05:57:00+00:00,complete,A_start
4808,Case_662,A,2023-01-18 06:04:00+00:00,complete,A_start
4809,Case_668,A,2023-01-18 06:06:00+00:00,complete,A_start
4810,Case_506,A,2023-01-18 06:07:00+00:00,complete,A_start
4811,Case_50,B2,2023-01-18 06:12:00+00:00,complete,B2
4812,Case_662,C,2023-01-18 06:19:00+00:00,complete,C
4813,Case_282,C,2023-01-18 06:20:00+00:00,complete,C
4814,Case_662,D,2023-01-18 06:21:00+00:00,complete,D
4815,Case_282,D,2023-01-18 06:23:00+00:00,complete,D
4816,Case_760,C,2023-01-18 06:24:00+00:00,complete,C
4817,Case_668,C,2023-01-18 06:25:00+00:00,complete,C
4818,Case_760,D,2023-01-18 06:25:00+00:00,complete,D
4819,Case_282,B1,2023-01-18 06:26:00+00:00,complete,B1
4820,Case_662,B1,2023-01-18 06:26:00+00:00,complete,B1
4821,Case_668,D,2023-01-18 06:27:00+00:00,complete,D
4822,Case_85,A,2023-01-18 06:27:00+00:00,complete,A_start
4823,Case_760,B1,2023-01-18 06:27:00+00:00,complete,B1
4824,Case_668,B1,2023-01-18 06:28:00+00:00,complete,B1
4825,Case_506,C,2023-01-18 06:31:00+00:00,complete,C
4826,Case_506,B1,2023-01-18 06:33:00+00:00,complete,B1
4827,Case_506,D,2023-01-18 06:35:00+00:00,complete,D
4828,Case_662,B2,2023-01-18 06:42:00+00:00,complete,B2
4829,Case_85,C,2023-01-18 06:52:00+00:00,complete,C
4830,Case_85,B1,2023-01-18 06:54:00+00:00,complete,B1
4831,Case_85,D,2023-01-18 06:56:00+00:00,complete,D
4832,Case_40,A,2023-01-18 06:58:00+00:00,complete,A_start
4833,Case_282,B2,2023-01-18 07:03:00+00:00,complete,B2
4834,Case_506,B2,2023-01-18 07:07:00+00:00,complete,B2
4835,Case_50,A,2023-01-18 07:09:00+00:00,complete,A_middle
4836,Case_760,B2,2023-01-18 07:11:00+00:00,complete,B2
4837,Case_66,A,2023-01-18 07:11:00+00:00,complete,A_start
4838,Case_668,B2,2023-01-18 07:13:00+00:00,complete,B2
4839,Case_40,C,2023-01-18 07:16:00+00:00,complete,C
4840,Case_40,B1,2023-01-18 07:18:00+00:00,complete,B1
4841,Case_40,D,2023-01-18 07:21:00+00:00,complete,D
4842,Case_66,C,2023-01-18 07:22:00+00:00,complete,C
4843,Case_50,F,2023-01-18 07:22:00+00:00,complete,F
4844,Case_66,B1,2023-01-18 07:26:00+00:00,complete,B1
4845,Case_66,D,2023-01-18 07:27:00+00:00,complete,D
4846,Case_624,A,2023-01-18 07:28:00+00:00,complete,A_start
4847,Case_85,B2,2023-01-18 07:28:00+00:00,complete,B2
4848,Case_876,A,2023-01-18 07:28:00+00:00,complete,A_start
4849,Case_40,B2,2023-01-18 07:38:00+00:00,complete,B2
4850,Case_624,C,2023-01-18 07:43:00+00:00,complete,C
4851,Case_662,A,2023-01-18 07:44:00+00:00,complete,A_middle
4852,Case_668,A,2023-01-18 07:45:00+00:00,complete,A_middle
4853,Case_624,D,2023-01-18 07:46:00+00:00,complete,D
