EventID,Timestamp,OrgLabel,org:resource,concept:name,lifecycle:transition,case:concept:name
5611,5611,G,artificial,G,complete,"550 [A, B, D, E, C, F, G, H, I]"
5612,5612,F,artificial,F,complete,"550 [A, B, D, E, C, F, G, H, I]"
5613,5613,C,artificial,D_Dupli,complete,"550 [A, B, D, E, C, F, G, H, I]"
5614,5614,E,artificial,D_Dupli,complete,"550 [A, B, D, E, C, F, G, H, I]"
5615,5615,D,artificial,D_Dupli,complete,"550 [A, B, D, E, C, F, G, H, I]"
5616,5616,B,artificial,D_Dupli,complete,"550 [A, B, D, E, C, F, G, H, I]"
5617,5617,A,artificial,A,complete,"550 [A, B, D, E, C, F, G, H, I]"
5618,5618,I,artificial,I,complete,"550 [A, B, D, E, C, F, G, H, I]"
5619,5619,H,artificial,H,complete,"550 [A, B, D, E, C, F, G, H, I]"
5620,5620,I,artificial,I,complete,"551 [B, A, D, C, E, F, G, H, I]"
5621,5621,H,artificial,H,complete,"551 [B, A, D, C, E, F, G, H, I]"
5622,5622,G,artificial,G,complete,"551 [B, A, D, C, E, F, G, H, I]"
5623,5623,F,artificial,F,complete,"551 [B, A, D, C, E, F, G, H, I]"
5624,5624,E,artificial,D_Dupli,complete,"551 [B, A, D, C, E, F, G, H, I]"
5625,5625,D,artificial,D_Dupli,complete,"551 [B, A, D, C, E, F, G, H, I]"
5626,5626,A,artificial,A,complete,"551 [B, A, D, C, E, F, G, H, I]"
5627,5627,B,artificial,D_Dupli,complete,"551 [B, A, D, C, E, F, G, H, I]"
5628,5628,C,artificial,D_Dupli,complete,"551 [B, A, D, C, E, F, G, H, I]"
5629,5629,G,artificial,G,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5630,5630,H,artificial,H,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5631,5631,I,artificial,I,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5632,5632,F,artificial,F,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5633,5633,K,artificial,K,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5634,5634,J,artificial,J,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5635,5635,H,artificial,H,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5636,5636,G,artificial,G,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5637,5637,F,artificial,F,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5638,5638,E,artificial,D_Dupli,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5639,5639,I,artificial,I,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5640,5640,D,artificial,D_Dupli,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5641,5641,A,artificial,A,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5642,5642,B,artificial,D_Dupli,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5643,5643,C,artificial,D_Dupli,complete,"552 [B, A, D, C, E, F, G, H, I, J, K, F, G, I, H]"
5644,5644,G,artificial,G,complete,"553 [B, A, C, E, D, F, G, I, H]"
5645,5645,F,artificial,F,complete,"553 [B, A, C, E, D, F, G, I, H]"
5646,5646,D,artificial,D_Dupli,complete,"553 [B, A, C, E, D, F, G, I, H]"
5647,5647,E,artificial,D_Dupli,complete,"553 [B, A, C, E, D, F, G, I, H]"
5648,5648,C,artificial,D_Dupli,complete,"553 [B, A, C, E, D, F, G, I, H]"
5649,5649,A,artificial,A,complete,"553 [B, A, C, E, D, F, G, I, H]"
5650,5650,B,artificial,D_Dupli,complete,"553 [B, A, C, E, D, F, G, I, H]"
5651,5651,H,artificial,H,complete,"553 [B, A, C, E, D, F, G, I, H]"
5652,5652,I,artificial,I,complete,"553 [B, A, C, E, D, F, G, I, H]"
5653,5653,B,artificial,D_Dupli,complete,"554 [B, A, D, E, C, F, G, I, H]"
5654,5654,C,artificial,D_Dupli,complete,"554 [B, A, D, E, C, F, G, I, H]"
5655,5655,E,artificial,D_Dupli,complete,"554 [B, A, D, E, C, F, G, I, H]"
5656,5656,D,artificial,D_Dupli,complete,"554 [B, A, D, E, C, F, G, I, H]"
5657,5657,A,artificial,A,complete,"554 [B, A, D, E, C, F, G, I, H]"
5658,5658,G,artificial,G,complete,"554 [B, A, D, E, C, F, G, I, H]"
5659,5659,F,artificial,F,complete,"554 [B, A, D, E, C, F, G, I, H]"
5660,5660,H,artificial,H,complete,"554 [B, A, D, E, C, F, G, I, H]"
5661,5661,I,artificial,I,complete,"554 [B, A, D, E, C, F, G, I, H]"
5662,5662,C,artificial,D_Dupli,complete,"555 [A, B, C, D, E, F, G, H, I]"
5663,5663,D,artificial,D_Dupli,complete,"555 [A, B, C, D, E, F, G, H, I]"
5664,5664,F,artificial,F,complete,"555 [A, B, C, D, E, F, G, H, I]"
5665,5665,G,artificial,G,complete,"555 [A, B, C, D, E, F, G, H, I]"
5666,5666,H,artificial,H,complete,"555 [A, B, C, D, E, F, G, H, I]"
5667,5667,I,artificial,I,complete,"555 [A, B, C, D, E, F, G, H, I]"
5668,5668,B,artificial,D_Dupli,complete,"555 [A, B, C, D, E, F, G, H, I]"
5669,5669,E,artificial,D_Dupli,complete,"555 [A, B, C, D, E, F, G, H, I]"
5670,5670,A,artificial,A,complete,"555 [A, B, C, D, E, F, G, H, I]"
5671,5671,G,artificial,G,complete,"556 [B, A, E, D, C, F, G, I, H]"
5672,5672,F,artificial,F,complete,"556 [B, A, E, D, C, F, G, I, H]"
5673,5673,C,artificial,D_Dupli,complete,"556 [B, A, E, D, C, F, G, I, H]"
5674,5674,D,artificial,D_Dupli,complete,"556 [B, A, E, D, C, F, G, I, H]"
5675,5675,E,artificial,D_Dupli,complete,"556 [B, A, E, D, C, F, G, I, H]"
5676,5676,A,artificial,A,complete,"556 [B, A, E, D, C, F, G, I, H]"
5677,5677,I,artificial,I,complete,"556 [B, A, E, D, C, F, G, I, H]"
5678,5678,B,artificial,D_Dupli,complete,"556 [B, A, E, D, C, F, G, I, H]"
5679,5679,H,artificial,H,complete,"556 [B, A, E, D, C, F, G, I, H]"
5680,5680,C,artificial,D_Dupli,complete,"557 [A, B, D, C, E, F, G, H, I]"
5681,5681,E,artificial,D_Dupli,complete,"557 [A, B, D, C, E, F, G, H, I]"
5682,5682,F,artificial,F,complete,"557 [A, B, D, C, E, F, G, H, I]"
5683,5683,G,artificial,G,complete,"557 [A, B, D, C, E, F, G, H, I]"
5684,5684,H,artificial,H,complete,"557 [A, B, D, C, E, F, G, H, I]"
5685,5685,I,artificial,I,complete,"557 [A, B, D, C, E, F, G, H, I]"
5686,5686,D,artificial,D_Dupli,complete,"557 [A, B, D, C, E, F, G, H, I]"
5687,5687,B,artificial,D_Dupli,complete,"557 [A, B, D, C, E, F, G, H, I]"
5688,5688,A,artificial,A,complete,"557 [A, B, D, C, E, F, G, H, I]"
5689,5689,A,artificial,A,complete,"558 [B, A, D, C, E, F, G, I, H]"
5690,5690,C,artificial,D_Dupli,complete,"558 [B, A, D, C, E, F, G, I, H]"
5691,5691,E,artificial,D_Dupli,complete,"558 [B, A, D, C, E, F, G, I, H]"
5692,5692,F,artificial,F,complete,"558 [B, A, D, C, E, F, G, I, H]"
5693,5693,G,artificial,G,complete,"558 [B, A, D, C, E, F, G, I, H]"
5694,5694,I,artificial,I,complete,"558 [B, A, D, C, E, F, G, I, H]"
5695,5695,H,artificial,H,complete,"558 [B, A, D, C, E, F, G, I, H]"
5696,5696,B,artificial,D_Dupli,complete,"558 [B, A, D, C, E, F, G, I, H]"
5697,5697,D,artificial,D_Dupli,complete,"558 [B, A, D, C, E, F, G, I, H]"
5698,5698,G,artificial,G,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5699,5699,F,artificial,F,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5700,5700,I,artificial,I,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5701,5701,G,artificial,G,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5702,5702,F,artificial,F,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5703,5703,H,artificial,H,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5704,5704,K,artificial,K,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5705,5705,I,artificial,I,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5706,5706,H,artificial,H,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5707,5707,C,artificial,D_Dupli,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5708,5708,J,artificial,J,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5709,5709,D,artificial,D_Dupli,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5710,5710,B,artificial,D_Dupli,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5711,5711,A,artificial,A,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5712,5712,E,artificial,D_Dupli,complete,"559 [A, B, D, E, C, F, G, H, I, J, K, F, G, I, H]"
5713,5713,G,artificial,G,complete,"56 [B, A, E, D, C, F, G, I, H]"
5714,5714,F,artificial,F,complete,"56 [B, A, E, D, C, F, G, I, H]"
5715,5715,C,artificial,D_Dupli,complete,"56 [B, A, E, D, C, F, G, I, H]"
5716,5716,I,artificial,I,complete,"56 [B, A, E, D, C, F, G, I, H]"
5717,5717,E,artificial,D_Dupli,complete,"56 [B, A, E, D, C, F, G, I, H]"
5718,5718,H,artificial,H,complete,"56 [B, A, E, D, C, F, G, I, H]"
5719,5719,A,artificial,A,complete,"56 [B, A, E, D, C, F, G, I, H]"
5720,5720,D,artificial,D_Dupli,complete,"56 [B, A, E, D, C, F, G, I, H]"
5721,5721,B,artificial,D_Dupli,complete,"56 [B, A, E, D, C, F, G, I, H]"
5722,5722,H,artificial,H,complete,"560 [A, B, E, D, C, F, G, I, H]"
5723,5723,I,artificial,I,complete,"560 [A, B, E, D, C, F, G, I, H]"
5724,5724,G,artificial,G,complete,"560 [A, B, E, D, C, F, G, I, H]"
5725,5725,F,artificial,F,complete,"560 [A, B, E, D, C, F, G, I, H]"
5726,5726,C,artificial,D_Dupli,complete,"560 [A, B, E, D, C, F, G, I, H]"
5727,5727,D,artificial,D_Dupli,complete,"560 [A, B, E, D, C, F, G, I, H]"
5728,5728,E,artificial,D_Dupli,complete,"560 [A, B, E, D, C, F, G, I, H]"
5729,5729,B,artificial,D_Dupli,complete,"560 [A, B, E, D, C, F, G, I, H]"
5730,5730,A,artificial,A,complete,"560 [A, B, E, D, C, F, G, I, H]"
5731,5731,I,artificial,I,complete,"561 [A, B, E, C, D, F, G, H, I]"
5732,5732,H,artificial,H,complete,"561 [A, B, E, C, D, F, G, H, I]"
5733,5733,G,artificial,G,complete,"561 [A, B, E, C, D, F, G, H, I]"
5734,5734,E,artificial,D_Dupli,complete,"561 [A, B, E, C, D, F, G, H, I]"
5735,5735,D,artificial,D_Dupli,complete,"561 [A, B, E, C, D, F, G, H, I]"
5736,5736,C,artificial,D_Dupli,complete,"561 [A, B, E, C, D, F, G, H, I]"
5737,5737,B,artificial,D_Dupli,complete,"561 [A, B, E, C, D, F, G, H, I]"
5738,5738,A,artificial,A,complete,"561 [A, B, E, C, D, F, G, H, I]"
5739,5739,F,artificial,F,complete,"561 [A, B, E, C, D, F, G, H, I]"
5740,5740,L,artificial,L,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5741,5741,I,artificial,I,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5742,5742,G,artificial,G,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5743,5743,F,artificial,F,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5744,5744,K,artificial,K,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5745,5745,J,artificial,J,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5746,5746,K,artificial,K,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5747,5747,H,artificial,H,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5748,5748,I,artificial,I,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5749,5749,H,artificial,H,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5750,5750,G,artificial,G,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5751,5751,F,artificial,F,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5752,5752,E,artificial,D_Dupli,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5753,5753,C,artificial,D_Dupli,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5754,5754,D,artificial,D_Dupli,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5755,5755,A,artificial,A,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5756,5756,J,artificial,J,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5757,5757,B,artificial,D_Dupli,complete,"562 [B, A, D, C, E, F, G, H, I, J, K, L, J, K, F, G, H, I]"
5758,5758,I,artificial,I,complete,"563 [A, B, E, C, D, F, G, H, I]"
5759,5759,H,artificial,H,complete,"563 [A, B, E, C, D, F, G, H, I]"
5760,5760,G,artificial,G,complete,"563 [A, B, E, C, D, F, G, H, I]"
5761,5761,E,artificial,D_Dupli,complete,"563 [A, B, E, C, D, F, G, H, I]"
5762,5762,D,artificial,D_Dupli,complete,"563 [A, B, E, C, D, F, G, H, I]"
5763,5763,C,artificial,D_Dupli,complete,"563 [A, B, E, C, D, F, G, H, I]"
5764,5764,B,artificial,D_Dupli,complete,"563 [A, B, E, C, D, F, G, H, I]"
5765,5765,F,artificial,F,complete,"563 [A, B, E, C, D, F, G, H, I]"
5766,5766,A,artificial,A,complete,"563 [A, B, E, C, D, F, G, H, I]"
5767,5767,I,artificial,I,complete,"564 [A, B, C, D, E, F, G, I, H]"
5768,5768,G,artificial,G,complete,"564 [A, B, C, D, E, F, G, I, H]"
5769,5769,F,artificial,F,complete,"564 [A, B, C, D, E, F, G, I, H]"
5770,5770,H,artificial,H,complete,"564 [A, B, C, D, E, F, G, I, H]"
5771,5771,D,artificial,D_Dupli,complete,"564 [A, B, C, D, E, F, G, I, H]"
5772,5772,C,artificial,D_Dupli,complete,"564 [A, B, C, D, E, F, G, I, H]"
5773,5773,B,artificial,D_Dupli,complete,"564 [A, B, C, D, E, F, G, I, H]"
5774,5774,E,artificial,D_Dupli,complete,"564 [A, B, C, D, E, F, G, I, H]"
5775,5775,A,artificial,A,complete,"564 [A, B, C, D, E, F, G, I, H]"
5776,5776,H,artificial,H,complete,"565 [B, A, D, E, C, F, G, I, H]"
5777,5777,I,artificial,I,complete,"565 [B, A, D, E, C, F, G, I, H]"
5778,5778,F,artificial,F,complete,"565 [B, A, D, E, C, F, G, I, H]"
5779,5779,G,artificial,G,complete,"565 [B, A, D, E, C, F, G, I, H]"
5780,5780,E,artificial,D_Dupli,complete,"565 [B, A, D, E, C, F, G, I, H]"
5781,5781,D,artificial,D_Dupli,complete,"565 [B, A, D, E, C, F, G, I, H]"
5782,5782,A,artificial,A,complete,"565 [B, A, D, E, C, F, G, I, H]"
5783,5783,B,artificial,D_Dupli,complete,"565 [B, A, D, E, C, F, G, I, H]"
5784,5784,C,artificial,D_Dupli,complete,"565 [B, A, D, E, C, F, G, I, H]"
5785,5785,H,artificial,H,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5786,5786,G,artificial,G,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5787,5787,F,artificial,F,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5788,5788,N,artificial,N,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5789,5789,O,artificial,O,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5790,5790,M,artificial,M,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5791,5791,G,artificial,G,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5792,5792,I,artificial,I,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5793,5793,F,artificial,F,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5794,5794,C,artificial,D_Dupli,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5795,5795,E,artificial,D_Dupli,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5796,5796,A,artificial,A,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5797,5797,B,artificial,D_Dupli,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5798,5798,H,artificial,H,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5799,5799,D,artificial,D_Dupli,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5800,5800,I,artificial,I,complete,"566 [B, A, D, E, C, F, G, I, H, M, O, N, F, G, I, H]"
5801,5801,B,artificial,D_Dupli,complete,"567 [B, A, C, D, E, F, G, I, H]"
5802,5802,C,artificial,D_Dupli,complete,"567 [B, A, C, D, E, F, G, I, H]"
5803,5803,D,artificial,D_Dupli,complete,"567 [B, A, C, D, E, F, G, I, H]"
5804,5804,E,artificial,D_Dupli,complete,"567 [B, A, C, D, E, F, G, I, H]"
5805,5805,F,artificial,F,complete,"567 [B, A, C, D, E, F, G, I, H]"
5806,5806,G,artificial,G,complete,"567 [B, A, C, D, E, F, G, I, H]"
5807,5807,I,artificial,I,complete,"567 [B, A, C, D, E, F, G, I, H]"
5808,5808,H,artificial,H,complete,"567 [B, A, C, D, E, F, G, I, H]"
5809,5809,A,artificial,A,complete,"567 [B, A, C, D, E, F, G, I, H]"
5810,5810,H,artificial,H,complete,"568 [A, B, C, E, D, F, G, I, H]"
5811,5811,I,artificial,I,complete,"568 [A, B, C, E, D, F, G, I, H]"
5812,5812,G,artificial,G,complete,"568 [A, B, C, E, D, F, G, I, H]"
5813,5813,F,artificial,F,complete,"568 [A, B, C, E, D, F, G, I, H]"
5814,5814,C,artificial,D_Dupli,complete,"568 [A, B, C, E, D, F, G, I, H]"
5815,5815,E,artificial,D_Dupli,complete,"568 [A, B, C, E, D, F, G, I, H]"
5816,5816,B,artificial,D_Dupli,complete,"568 [A, B, C, E, D, F, G, I, H]"
5817,5817,A,artificial,A,complete,"568 [A, B, C, E, D, F, G, I, H]"
5818,5818,D,artificial,D_Dupli,complete,"568 [A, B, C, E, D, F, G, I, H]"
5819,5819,G,artificial,G,complete,"569 [A, B, E, D, C, F, G, H, I]"
5820,5820,I,artificial,I,complete,"569 [A, B, E, D, C, F, G, H, I]"
5821,5821,H,artificial,H,complete,"569 [A, B, E, D, C, F, G, H, I]"
5822,5822,F,artificial,F,complete,"569 [A, B, E, D, C, F, G, H, I]"
5823,5823,A,artificial,A,complete,"569 [A, B, E, D, C, F, G, H, I]"
5824,5824,D,artificial,D_Dupli,complete,"569 [A, B, E, D, C, F, G, H, I]"
5825,5825,E,artificial,D_Dupli,complete,"569 [A, B, E, D, C, F, G, H, I]"
5826,5826,B,artificial,D_Dupli,complete,"569 [A, B, E, D, C, F, G, H, I]"
5827,5827,C,artificial,D_Dupli,complete,"569 [A, B, E, D, C, F, G, H, I]"
5828,5828,B,artificial,D_Dupli,complete,"57 [A, B, E, C, D, F, G, I, H]"
5829,5829,H,artificial,H,complete,"57 [A, B, E, C, D, F, G, I, H]"
5830,5830,I,artificial,I,complete,"57 [A, B, E, C, D, F, G, I, H]"
5831,5831,F,artificial,F,complete,"57 [A, B, E, C, D, F, G, I, H]"
5832,5832,D,artificial,D_Dupli,complete,"57 [A, B, E, C, D, F, G, I, H]"
5833,5833,C,artificial,D_Dupli,complete,"57 [A, B, E, C, D, F, G, I, H]"
5834,5834,E,artificial,D_Dupli,complete,"57 [A, B, E, C, D, F, G, I, H]"
5835,5835,A,artificial,A,complete,"57 [A, B, E, C, D, F, G, I, H]"
5836,5836,G,artificial,G,complete,"57 [A, B, E, C, D, F, G, I, H]"
5837,5837,I,artificial,I,complete,"570 [A, B, C, D, E, F, G, H, I]"
5838,5838,A,artificial,A,complete,"570 [A, B, C, D, E, F, G, H, I]"
5839,5839,C,artificial,D_Dupli,complete,"570 [A, B, C, D, E, F, G, H, I]"
5840,5840,D,artificial,D_Dupli,complete,"570 [A, B, C, D, E, F, G, H, I]"
5841,5841,B,artificial,D_Dupli,complete,"570 [A, B, C, D, E, F, G, H, I]"
5842,5842,F,artificial,F,complete,"570 [A, B, C, D, E, F, G, H, I]"
5843,5843,G,artificial,G,complete,"570 [A, B, C, D, E, F, G, H, I]"
5844,5844,H,artificial,H,complete,"570 [A, B, C, D, E, F, G, H, I]"
5845,5845,E,artificial,D_Dupli,complete,"570 [A, B, C, D, E, F, G, H, I]"
5846,5846,H,artificial,H,complete,"571 [B, A, C, D, E, F, G, I, H]"
5847,5847,C,artificial,D_Dupli,complete,"571 [B, A, C, D, E, F, G, I, H]"
5848,5848,I,artificial,I,complete,"571 [B, A, C, D, E, F, G, I, H]"
5849,5849,G,artificial,G,complete,"571 [B, A, C, D, E, F, G, I, H]"
5850,5850,F,artificial,F,complete,"571 [B, A, C, D, E, F, G, I, H]"
5851,5851,E,artificial,D_Dupli,complete,"571 [B, A, C, D, E, F, G, I, H]"
5852,5852,D,artificial,D_Dupli,complete,"571 [B, A, C, D, E, F, G, I, H]"
5853,5853,B,artificial,D_Dupli,complete,"571 [B, A, C, D, E, F, G, I, H]"
5854,5854,A,artificial,A,complete,"571 [B, A, C, D, E, F, G, I, H]"
5855,5855,A,artificial,A,complete,"572 [B, A, D, E, C, F, G, I, H]"
5856,5856,H,artificial,H,complete,"572 [B, A, D, E, C, F, G, I, H]"
5857,5857,I,artificial,I,complete,"572 [B, A, D, E, C, F, G, I, H]"
5858,5858,G,artificial,G,complete,"572 [B, A, D, E, C, F, G, I, H]"
5859,5859,F,artificial,F,complete,"572 [B, A, D, E, C, F, G, I, H]"
5860,5860,C,artificial,D_Dupli,complete,"572 [B, A, D, E, C, F, G, I, H]"
5861,5861,E,artificial,D_Dupli,complete,"572 [B, A, D, E, C, F, G, I, H]"
5862,5862,B,artificial,D_Dupli,complete,"572 [B, A, D, E, C, F, G, I, H]"
5863,5863,D,artificial,D_Dupli,complete,"572 [B, A, D, E, C, F, G, I, H]"
5864,5864,G,artificial,G,complete,"573 [B, A, D, E, C, F, G, I, H]"
5865,5865,F,artificial,F,complete,"573 [B, A, D, E, C, F, G, I, H]"
5866,5866,C,artificial,D_Dupli,complete,"573 [B, A, D, E, C, F, G, I, H]"
5867,5867,E,artificial,D_Dupli,complete,"573 [B, A, D, E, C, F, G, I, H]"
5868,5868,D,artificial,D_Dupli,complete,"573 [B, A, D, E, C, F, G, I, H]"
5869,5869,A,artificial,A,complete,"573 [B, A, D, E, C, F, G, I, H]"
5870,5870,B,artificial,D_Dupli,complete,"573 [B, A, D, E, C, F, G, I, H]"
5871,5871,H,artificial,H,complete,"573 [B, A, D, E, C, F, G, I, H]"
5872,5872,I,artificial,I,complete,"573 [B, A, D, E, C, F, G, I, H]"
5873,5873,G,artificial,G,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5874,5874,F,artificial,F,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5875,5875,N,artificial,N,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5876,5876,M,artificial,M,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5877,5877,O,artificial,O,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5878,5878,H,artificial,H,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5879,5879,I,artificial,I,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5880,5880,B,artificial,D_Dupli,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5881,5881,A,artificial,A,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5882,5882,D,artificial,D_Dupli,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5883,5883,C,artificial,D_Dupli,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5884,5884,E,artificial,D_Dupli,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5885,5885,G,artificial,G,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5886,5886,F,artificial,F,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5887,5887,I,artificial,I,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5888,5888,H,artificial,H,complete,"574 [B, A, D, C, E, F, G, I, H, O, M, N, F, G, H, I]"
5889,5889,A,artificial,A,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5890,5890,D,artificial,D_Dupli,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5891,5891,E,artificial,D_Dupli,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5892,5892,C,artificial,D_Dupli,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5893,5893,F,artificial,F,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5894,5894,G,artificial,G,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5895,5895,H,artificial,H,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5896,5896,I,artificial,I,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5897,5897,K,artificial,K,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5898,5898,G,artificial,G,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5899,5899,H,artificial,H,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5900,5900,I,artificial,I,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5901,5901,B,artificial,D_Dupli,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5902,5902,J,artificial,J,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5903,5903,F,artificial,F,complete,"575 [B, A, D, E, C, F, G, H, I, J, K, F, G, H, I]"
5904,5904,F,artificial,F,complete,"576 [B, A, C, D, E, F, G, H, I, J, K, F, G, I, H]"
