EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,refined_Activity
59045,C06569_r0,2025-01-10 10:58:00,Submit application,2,145,39.0,Clerk,Submit application
59048,C06570_r1,2025-01-10 10:58:01,Start process,5,10,10.0,System,Start process
59046,C06569_r0,2025-01-10 10:58:01,Review submission,8,850,100.0,Reviewer,Review submission
59047,C06569_r1,2025-01-10 10:58:01,Submit application,2,145,39.0,Clerk,Submit application
59049,C06569_r1,2025-01-10 10:58:02,Review submission,8,850,100.0,Reviewer,Review submission
59050,C06570_r2,2025-01-10 10:58:02,Start process,5,10,10.0,System,Start process
59051,C06569_r2,2025-01-10 10:58:02,Submit application,2,145,39.0,Clerk,Submit application
59052,C06569_r2,2025-01-10 10:58:03,Review submission,8,850,100.0,Reviewer,Review submission
59053,C06570_r0,2025-01-10 10:59:00,Check document,2,120,30.0,Clerk,Check document
59054,C06569_r0,2025-01-10 10:59:00,Approve application,2,130,20.0,Manager,Approve application
59055,C06569_r1,2025-01-10 10:59:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59056,C06570_r1,2025-01-10 10:59:01,Check document,2,120,30.0,Clerk,Check document
59057,C06569_r0,2025-01-10 10:59:01,Complete process,0,0,0.0,System,Complete process
59058,C06570_r2,2025-01-10 10:59:02,Check document,2,120,30.0,Clerk,Check document
59059,C06569_r2,2025-01-10 10:59:02,Approve application,2,130,20.0,Manager,Approve application
59060,C06569_r1,2025-01-10 10:59:02,Revise document,8,932,182.0,Supervisor,Revise document
59061,C06569_r2,2025-01-10 10:59:03,Complete process,0,0,0.0,System,Complete process
59062,C06569_r1,2025-01-10 10:59:03,Submit application,10,4200,226.3,Senior Analyst,Submit application
59063,C06569_r1,2025-01-10 10:59:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59064,C06569_r1,2025-01-10 10:59:05,Complete process,0,0,0.0,System,Complete process
59065,C06570_r0,2025-01-10 11:00:00,Submit application,1,138,56.0,Clerk,Submit application
59066,C06570_r0,2025-01-10 11:00:01,Review submission,8,850,100.0,Reviewer,Review submission
59067,C06570_r1,2025-01-10 11:00:01,Submit application,1,138,56.0,Clerk,Submit application
59068,C06570_r1,2025-01-10 11:00:02,Review submission,8,850,100.0,Reviewer,Review submission
59069,C06570_r2,2025-01-10 11:00:02,Submit application,1,138,56.0,Clerk,Submit application
59070,C06570_r2,2025-01-10 11:00:03,Review submission,8,850,100.0,Reviewer,Review submission
59071,C06570_r0,2025-01-10 11:01:00,Approve application,2,130,20.0,Manager,Approve application
59072,C06570_r1,2025-01-10 11:01:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59073,C06570_r0,2025-01-10 11:01:01,Complete process,0,0,0.0,System,Complete process
59074,C06570_r1,2025-01-10 11:01:02,Revise document,8,932,182.0,Supervisor,Revise document
59075,C06570_r2,2025-01-10 11:01:02,Approve application,2,130,20.0,Manager,Approve application
59076,C06570_r1,2025-01-10 11:01:03,Submit application,10,7663,246.1,Senior Analyst,Submit application
59077,C06570_r2,2025-01-10 11:01:03,Complete process,0,0,0.0,System,Complete process
59078,C06570_r1,2025-01-10 11:01:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59079,C06570_r1,2025-01-10 11:01:05,Complete process,0,0,0.0,System,Complete process
59080,C06573_r0,2025-01-10 11:04:00,Start process,5,10,10.0,System,Start process
59081,C06573_r1,2025-01-10 11:04:01,Start process,5,10,10.0,System,Start process
59082,C06573_r2,2025-01-10 11:04:02,Start process,5,10,10.0,System,Start process
59083,C06573_r0,2025-01-10 11:05:00,Check document,2,120,30.0,Clerk,Check document
59084,C06573_r1,2025-01-10 11:05:01,Check document,2,120,30.0,Clerk,Check document
59085,C06573_r2,2025-01-10 11:05:02,Check document,2,120,30.0,Clerk,Check document
59086,C06573_r0,2025-01-10 11:06:00,Submit application,1,100,51.0,Junior Staff,Submit application
59087,C06573_r1,2025-01-10 11:06:01,Submit application,1,100,51.0,Junior Staff,Submit application
59088,C06573_r0,2025-01-10 11:06:01,Review submission,8,850,100.0,Reviewer,Review submission
59089,C06573_r1,2025-01-10 11:06:02,Review submission,8,850,100.0,Reviewer,Review submission
59090,C06573_r2,2025-01-10 11:06:02,Submit application,1,100,51.0,Junior Staff,Submit application
59091,C06573_r2,2025-01-10 11:06:03,Review submission,8,850,100.0,Reviewer,Review submission
59092,C06573_r0,2025-01-10 11:07:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59093,C06573_r0,2025-01-10 11:07:01,Revise document,8,932,182.0,Supervisor,Revise document
59094,C06573_r1,2025-01-10 11:07:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59095,C06573_r0,2025-01-10 11:07:02,Submit application,12,3565,210.2,Senior Analyst,Submit application
59096,C06573_r1,2025-01-10 11:07:02,Revise document,8,932,182.0,Supervisor,Revise document
59097,C06573_r2,2025-01-10 11:07:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59098,C06573_r2,2025-01-10 11:07:03,Revise document,8,932,182.0,Supervisor,Revise document
59099,C06573_r0,2025-01-10 11:07:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59100,C06573_r1,2025-01-10 11:07:03,Submit application,10,7305,201.6,Supervisor,Submit application
59101,C06573_r1,2025-01-10 11:07:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59102,C06573_r0,2025-01-10 11:07:04,Complete process,0,0,0.0,System,Complete process
59103,C06573_r2,2025-01-10 11:07:04,Submit application,11,8796,204.0,Senior Analyst,Submit application
59104,C06573_r1,2025-01-10 11:07:05,Complete process,0,0,0.0,System,Complete process
59105,C06573_r2,2025-01-10 11:07:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59106,C06573_r2,2025-01-10 11:07:06,Complete process,0,0,0.0,System,Complete process
59107,C06575_r0,2025-01-10 11:08:00,Start process,5,10,10.0,System,Start process
59108,C06575_r1,2025-01-10 11:08:01,Start process,5,10,10.0,System,Start process
59109,C06575_r2,2025-01-10 11:08:02,Start process,5,10,10.0,System,Start process
59110,C06575_r0,2025-01-10 11:09:00,Check document,2,120,30.0,Clerk,Check document
59111,C06575_r1,2025-01-10 11:09:01,Check document,2,120,30.0,Clerk,Check document
59112,C06575_r2,2025-01-10 11:09:02,Check document,2,120,30.0,Clerk,Check document
59113,C06575_r0,2025-01-10 11:10:00,Submit application,2,100,59.0,Clerk,Submit application
59114,C06575_r1,2025-01-10 11:10:01,Submit application,2,100,59.0,Clerk,Submit application
59115,C06575_r0,2025-01-10 11:10:01,Review submission,8,850,100.0,Reviewer,Review submission
59116,C06575_r1,2025-01-10 11:10:02,Review submission,8,850,100.0,Reviewer,Review submission
59117,C06575_r2,2025-01-10 11:10:02,Submit application,2,100,59.0,Clerk,Submit application
59118,C06575_r2,2025-01-10 11:10:03,Review submission,8,850,100.0,Reviewer,Review submission
59119,C06575_r0,2025-01-10 11:11:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59120,C06575_r0,2025-01-10 11:11:01,Revise document,8,932,182.0,Supervisor,Revise document
59121,C06575_r1,2025-01-10 11:11:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59124,C06575_r2,2025-01-10 11:11:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59122,C06575_r1,2025-01-10 11:11:02,Revise document,8,932,182.0,Supervisor,Revise document
59123,C06575_r0,2025-01-10 11:11:02,Submit application,8,4094,208.9,Supervisor,Submit application
59126,C06575_r2,2025-01-10 11:11:03,Revise document,8,932,182.0,Supervisor,Revise document
59127,C06575_r1,2025-01-10 11:11:03,Submit application,9,7395,231.0,Senior Analyst,Submit application
59125,C06575_r0,2025-01-10 11:11:03,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59128,C06575_r1,2025-01-10 11:11:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59129,C06575_r0,2025-01-10 11:11:04,Complete process,0,0,0.0,System,Complete process
59130,C06575_r2,2025-01-10 11:11:04,Submit application,9,2443,183.2,Supervisor,Submit application
59131,C06575_r1,2025-01-10 11:11:05,Complete process,0,0,0.0,System,Complete process
59132,C06575_r2,2025-01-10 11:11:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59133,C06575_r2,2025-01-10 11:11:06,Complete process,0,0,0.0,System,Complete process
59134,C06579_r0,2025-01-10 11:16:00,Start process,5,10,10.0,System,Start process
59135,C06579_r1,2025-01-10 11:16:01,Start process,5,10,10.0,System,Start process
59136,C06579_r2,2025-01-10 11:16:02,Start process,5,10,10.0,System,Start process
59137,C06579_r0,2025-01-10 11:17:00,Check document,2,120,30.0,Clerk,Check document
59138,C06579_r1,2025-01-10 11:17:01,Check document,2,120,30.0,Clerk,Check document
59139,C06579_r2,2025-01-10 11:17:02,Check document,2,120,30.0,Clerk,Check document
59140,C06579_r0,2025-01-10 11:18:00,Submit application,3,146,48.0,Clerk,Submit application
59141,C06579_r0,2025-01-10 11:18:01,Review submission,8,850,100.0,Reviewer,Review submission
59142,C06579_r1,2025-01-10 11:18:01,Submit application,3,146,48.0,Clerk,Submit application
59143,C06579_r1,2025-01-10 11:18:02,Review submission,8,850,100.0,Reviewer,Review submission
59144,C06579_r2,2025-01-10 11:18:02,Submit application,3,146,48.0,Clerk,Submit application
59145,C06579_r2,2025-01-10 11:18:03,Review submission,8,850,100.0,Reviewer,Review submission
59146,C06579_r0,2025-01-10 11:19:00,Approve application,2,130,20.0,Manager,Approve application
59147,C06579_r0,2025-01-10 11:19:01,Complete process,0,0,0.0,System,Complete process
59148,C06579_r1,2025-01-10 11:19:01,Approve application,2,130,20.0,Manager,Approve application
59149,C06579_r2,2025-01-10 11:19:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59150,C06579_r1,2025-01-10 11:19:02,Complete process,0,0,0.0,System,Complete process
59151,C06579_r2,2025-01-10 11:19:03,Revise document,8,932,182.0,Supervisor,Revise document
59152,C06579_r2,2025-01-10 11:19:04,Submit application,8,9874,190.4,Supervisor,Submit application
59153,C06579_r2,2025-01-10 11:19:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59154,C06579_r2,2025-01-10 11:19:06,Complete process,0,0,0.0,System,Complete process
59155,C06581_r0,2025-01-10 11:20:00,Start process,5,10,10.0,System,Start process
59156,C06581_r1,2025-01-10 11:20:01,Start process,5,10,10.0,System,Start process
59157,C06581_r2,2025-01-10 11:20:02,Start process,5,10,10.0,System,Start process
59158,C06581_r0,2025-01-10 11:21:00,Check document,2,120,30.0,Clerk,Check document
59159,C06581_r1,2025-01-10 11:21:01,Check document,2,120,30.0,Clerk,Check document
59160,C06581_r2,2025-01-10 11:21:02,Check document,2,120,30.0,Clerk,Check document
59161,C06581_r0,2025-01-10 11:22:00,Submit application,3,139,56.0,Junior Staff,Submit application
59162,C06581_r1,2025-01-10 11:22:01,Submit application,3,139,56.0,Junior Staff,Submit application
59163,C06581_r0,2025-01-10 11:22:01,Review submission,8,850,100.0,Reviewer,Review submission
59164,C06581_r2,2025-01-10 11:22:02,Submit application,3,139,56.0,Junior Staff,Submit application
59165,C06581_r1,2025-01-10 11:22:02,Review submission,8,850,100.0,Reviewer,Review submission
59166,C06581_r2,2025-01-10 11:22:03,Review submission,8,850,100.0,Reviewer,Review submission
59167,C06581_r0,2025-01-10 11:23:00,Approve application,2,130,20.0,Manager,Approve application
59168,C06581_r1,2025-01-10 11:23:01,Approve application,2,130,20.0,Manager,Approve application
59169,C06581_r0,2025-01-10 11:23:01,Complete process,0,0,0.0,System,Complete process
59170,C06581_r1,2025-01-10 11:23:02,Complete process,0,0,0.0,System,Complete process
59171,C06581_r2,2025-01-10 11:23:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59172,C06581_r2,2025-01-10 11:23:03,Revise document,8,932,182.0,Supervisor,Revise document
59173,C06581_r2,2025-01-10 11:23:04,Submit application,10,1259,200.7,Senior Analyst,Submit application
59174,C06581_r2,2025-01-10 11:23:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59175,C06581_r2,2025-01-10 11:23:06,Complete process,0,0,0.0,System,Complete process
59176,C06585_r0,2025-01-10 11:28:00,Start process,5,10,10.0,System,Start process
59177,C06585_r1,2025-01-10 11:28:01,Start process,5,10,10.0,System,Start process
59178,C06585_r2,2025-01-10 11:28:02,Start process,5,10,10.0,System,Start process
59179,C06585_r0,2025-01-10 11:29:00,Check document,2,120,30.0,Clerk,Check document
59180,C06585_r1,2025-01-10 11:29:01,Check document,2,120,30.0,Clerk,Check document
59181,C06585_r2,2025-01-10 11:29:02,Check document,2,120,30.0,Clerk,Check document
59182,C06585_r0,2025-01-10 11:30:00,Submit application,1,125,31.0,Clerk,Submit application
59183,C06586_r0,2025-01-10 11:30:00,Start process,5,10,10.0,System,Start process
59184,C06585_r0,2025-01-10 11:30:01,Review submission,8,850,100.0,Reviewer,Review submission
59185,C06585_r1,2025-01-10 11:30:01,Submit application,1,125,31.0,Clerk,Submit application
59186,C06586_r1,2025-01-10 11:30:01,Start process,5,10,10.0,System,Start process
59187,C06585_r1,2025-01-10 11:30:02,Review submission,8,850,100.0,Reviewer,Review submission
59188,C06586_r2,2025-01-10 11:30:02,Start process,5,10,10.0,System,Start process
59189,C06585_r2,2025-01-10 11:30:02,Submit application,1,125,31.0,Clerk,Submit application
59190,C06585_r2,2025-01-10 11:30:03,Review submission,8,850,100.0,Reviewer,Review submission
59191,C06585_r0,2025-01-10 11:31:00,Approve application,2,130,20.0,Manager,Approve application
59192,C06586_r0,2025-01-10 11:31:00,Check document,2,120,30.0,Clerk,Check document
59193,C06585_r0,2025-01-10 11:31:01,Complete process,0,0,0.0,System,Complete process
59194,C06585_r1,2025-01-10 11:31:01,Approve application,2,130,20.0,Manager,Approve application
59195,C06586_r1,2025-01-10 11:31:01,Check document,2,120,30.0,Clerk,Check document
59196,C06586_r2,2025-01-10 11:31:02,Check document,2,120,30.0,Clerk,Check document
59197,C06585_r2,2025-01-10 11:31:02,Approve application,2,130,20.0,Manager,Approve application
59198,C06585_r1,2025-01-10 11:31:02,Complete process,0,0,0.0,System,Complete process
59199,C06585_r2,2025-01-10 11:31:03,Complete process,0,0,0.0,System,Complete process
59200,C06586_r0,2025-01-10 11:32:00,Submit application,2,87,31.0,Junior Staff,Submit application
59201,C06586_r0,2025-01-10 11:32:01,Review submission,8,850,100.0,Reviewer,Review submission
59202,C06586_r1,2025-01-10 11:32:01,Submit application,2,87,31.0,Junior Staff,Submit application
59203,C06586_r1,2025-01-10 11:32:02,Review submission,8,850,100.0,Reviewer,Review submission
59204,C06586_r2,2025-01-10 11:32:02,Submit application,2,87,31.0,Junior Staff,Submit application
59205,C06586_r2,2025-01-10 11:32:03,Review submission,8,850,100.0,Reviewer,Review submission
59206,C06586_r0,2025-01-10 11:33:00,Approve application,2,130,20.0,Manager,Approve application
59207,C06586_r0,2025-01-10 11:33:01,Complete process,0,0,0.0,System,Complete process
59208,C06586_r1,2025-01-10 11:33:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59209,C06586_r1,2025-01-10 11:33:02,Revise document,8,932,182.0,Supervisor,Revise document
59210,C06586_r2,2025-01-10 11:33:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59211,C06586_r1,2025-01-10 11:33:03,Submit application,11,2438,239.7,Senior Analyst,Submit application
59212,C06586_r2,2025-01-10 11:33:03,Revise document,8,932,182.0,Supervisor,Revise document
59213,C06586_r2,2025-01-10 11:33:04,Submit application,12,7271,208.8,Senior Analyst,Submit application
59214,C06586_r1,2025-01-10 11:33:04,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59215,C06586_r2,2025-01-10 11:33:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59216,C06586_r1,2025-01-10 11:33:05,Complete process,0,0,0.0,System,Complete process
59217,C06586_r2,2025-01-10 11:33:06,Complete process,0,0,0.0,System,Complete process
59218,C06588_r0,2025-01-10 11:34:00,Start process,5,10,10.0,System,Start process
59219,C06588_r1,2025-01-10 11:34:01,Start process,5,10,10.0,System,Start process
59220,C06588_r2,2025-01-10 11:34:02,Start process,5,10,10.0,System,Start process
59221,C06588_r0,2025-01-10 11:35:00,Check document,2,120,30.0,Clerk,Check document
59222,C06588_r1,2025-01-10 11:35:01,Check document,2,120,30.0,Clerk,Check document
59223,C06588_r2,2025-01-10 11:35:02,Check document,2,120,30.0,Clerk,Check document
59224,C06588_r0,2025-01-10 11:36:00,Submit application,2,122,30.0,Junior Staff,Submit application
59225,C06589_r0,2025-01-10 11:36:00,Start process,5,10,10.0,System,Start process
59226,C06589_r1,2025-01-10 11:36:01,Start process,5,10,10.0,System,Start process
59227,C06588_r1,2025-01-10 11:36:01,Submit application,2,122,30.0,Junior Staff,Submit application
59228,C06588_r0,2025-01-10 11:36:01,Review submission,8,850,100.0,Reviewer,Review submission
59229,C06589_r2,2025-01-10 11:36:02,Start process,5,10,10.0,System,Start process
59230,C06588_r2,2025-01-10 11:36:02,Submit application,2,122,30.0,Junior Staff,Submit application
59231,C06588_r1,2025-01-10 11:36:02,Review submission,8,850,100.0,Reviewer,Review submission
59232,C06588_r2,2025-01-10 11:36:03,Review submission,8,850,100.0,Reviewer,Review submission
59233,C06589_r0,2025-01-10 11:37:00,Check document,2,120,30.0,Clerk,Check document
59234,C06588_r0,2025-01-10 11:37:00,Disapprove application,2,130,20.0,review_board,Disapprove application
59235,C06588_r1,2025-01-10 11:37:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59236,C06588_r0,2025-01-10 11:37:01,Revise document,8,932,182.0,Supervisor,Revise document
59237,C06589_r1,2025-01-10 11:37:01,Check document,2,120,30.0,Clerk,Check document
59238,C06589_r2,2025-01-10 11:37:02,Check document,2,120,30.0,Clerk,Check document
59239,C06588_r2,2025-01-10 11:37:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59240,C06588_r0,2025-01-10 11:37:02,Submit application,10,5059,210.0,Senior Analyst,Submit application
59241,C06588_r1,2025-01-10 11:37:02,Revise document,8,932,182.0,Supervisor,Revise document
59242,C06588_r2,2025-01-10 11:37:03,Revise document,8,932,182.0,Supervisor,Revise document
59243,C06588_r1,2025-01-10 11:37:03,Submit application,11,1553,200.8,Senior Analyst,Submit application
59244,C06588_r0,2025-01-10 11:37:03,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59245,C06588_r2,2025-01-10 11:37:04,Submit application,10,7055,241.8,Senior Analyst,Submit application
59246,C06588_r1,2025-01-10 11:37:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59247,C06588_r0,2025-01-10 11:37:04,Complete process,0,0,0.0,System,Complete process
59248,C06588_r2,2025-01-10 11:37:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59249,C06588_r1,2025-01-10 11:37:05,Complete process,0,0,0.0,System,Complete process
59250,C06588_r2,2025-01-10 11:37:06,Complete process,0,0,0.0,System,Complete process
59251,C06589_r0,2025-01-10 11:38:00,Submit application,3,124,44.0,Junior Staff,Submit application
59252,C06589_r0,2025-01-10 11:38:01,Review submission,8,850,100.0,Reviewer,Review submission
59253,C06589_r1,2025-01-10 11:38:01,Submit application,3,124,44.0,Junior Staff,Submit application
59254,C06589_r2,2025-01-10 11:38:02,Submit application,3,124,44.0,Junior Staff,Submit application
59255,C06589_r1,2025-01-10 11:38:02,Review submission,8,850,100.0,Reviewer,Review submission
59256,C06589_r2,2025-01-10 11:38:03,Review submission,8,850,100.0,Reviewer,Review submission
59257,C06589_r0,2025-01-10 11:39:00,Approve application,2,130,20.0,Manager,Approve application
59258,C06589_r0,2025-01-10 11:39:01,Complete process,0,0,0.0,System,Complete process
59259,C06589_r1,2025-01-10 11:39:01,Approve application,2,130,20.0,Manager,Approve application
59260,C06589_r1,2025-01-10 11:39:02,Complete process,0,0,0.0,System,Complete process
59261,C06589_r2,2025-01-10 11:39:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59262,C06589_r2,2025-01-10 11:39:03,Revise document,8,932,182.0,Supervisor,Revise document
59263,C06589_r2,2025-01-10 11:39:04,Submit application,10,3891,236.5,Supervisor,Submit application
59264,C06589_r2,2025-01-10 11:39:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59265,C06589_r2,2025-01-10 11:39:06,Complete process,0,0,0.0,System,Complete process
59266,C06592_r0,2025-01-10 11:42:00,Start process,5,10,10.0,System,Start process
59267,C06592_r1,2025-01-10 11:42:01,Start process,5,10,10.0,System,Start process
59268,C06592_r2,2025-01-10 11:42:02,Start process,5,10,10.0,System,Start process
59269,C06592_r0,2025-01-10 11:43:00,Check document,2,120,30.0,Clerk,Check document
59270,C06592_r1,2025-01-10 11:43:01,Check document,2,120,30.0,Clerk,Check document
59271,C06592_r2,2025-01-10 11:43:02,Check document,2,120,30.0,Clerk,Check document
59272,C06593_r0,2025-01-10 11:44:00,Start process,5,10,10.0,System,Start process
59273,C06592_r0,2025-01-10 11:44:00,Submit application,3,83,53.0,Junior Staff,Submit application
59274,C06592_r0,2025-01-10 11:44:01,Review submission,8,850,100.0,Reviewer,Review submission
59275,C06593_r1,2025-01-10 11:44:01,Start process,5,10,10.0,System,Start process
59276,C06592_r1,2025-01-10 11:44:01,Submit application,3,83,53.0,Junior Staff,Submit application
59277,C06592_r2,2025-01-10 11:44:02,Submit application,3,83,53.0,Junior Staff,Submit application
59278,C06593_r2,2025-01-10 11:44:02,Start process,5,10,10.0,System,Start process
59279,C06592_r1,2025-01-10 11:44:02,Review submission,8,850,100.0,Reviewer,Review submission
59280,C06592_r2,2025-01-10 11:44:03,Review submission,8,850,100.0,Reviewer,Review submission
59281,C06592_r0,2025-01-10 11:45:00,Approve application,2,130,20.0,Manager,Approve application
59282,C06593_r0,2025-01-10 11:45:00,Check document,2,120,30.0,Clerk,Check document
59283,C06593_r1,2025-01-10 11:45:01,Check document,2,120,30.0,Clerk,Check document
59284,C06592_r1,2025-01-10 11:45:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59285,C06592_r0,2025-01-10 11:45:01,Complete process,0,0,0.0,System,Complete process
59288,C06593_r2,2025-01-10 11:45:02,Check document,2,120,30.0,Clerk,Check document
59286,C06592_r1,2025-01-10 11:45:02,Revise document,8,932,182.0,Supervisor,Revise document
59287,C06592_r2,2025-01-10 11:45:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59289,C06592_r2,2025-01-10 11:45:03,Revise document,8,932,182.0,Supervisor,Revise document
59290,C06592_r1,2025-01-10 11:45:03,Submit application,10,8166,228.1,Senior Analyst,Submit application
59291,C06592_r1,2025-01-10 11:45:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59292,C06592_r2,2025-01-10 11:45:04,Submit application,8,6965,228.4,Senior Analyst,Submit application
59293,C06592_r1,2025-01-10 11:45:05,Complete process,0,0,0.0,System,Complete process
59294,C06592_r2,2025-01-10 11:45:05,Reject submission,1,922,145.6,Head Manager Assistant,Reject submission
59295,C06592_r2,2025-01-10 11:45:06,Complete process,0,0,0.0,System,Complete process
59296,C06593_r0,2025-01-10 11:46:00,Submit application,3,119,58.0,Junior Staff,Submit application
59297,C06593_r0,2025-01-10 11:46:01,Review submission,8,850,100.0,Reviewer,Review submission
59298,C06593_r1,2025-01-10 11:46:01,Submit application,3,119,58.0,Junior Staff,Submit application
59299,C06593_r2,2025-01-10 11:46:02,Submit application,3,119,58.0,Junior Staff,Submit application
59300,C06593_r1,2025-01-10 11:46:02,Review submission,8,850,100.0,Reviewer,Review submission
59301,C06593_r2,2025-01-10 11:46:03,Review submission,8,850,100.0,Reviewer,Review submission
59302,C06593_r0,2025-01-10 11:47:00,Approve application,2,130,20.0,Manager,Approve application
59303,C06593_r0,2025-01-10 11:47:01,Complete process,0,0,0.0,System,Complete process
59304,C06593_r1,2025-01-10 11:47:01,Disapprove application,2,130,20.0,review_board,Disapprove application
59305,C06593_r1,2025-01-10 11:47:02,Revise document,8,932,182.0,Supervisor,Revise document
59306,C06593_r2,2025-01-10 11:47:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59307,C06593_r1,2025-01-10 11:47:03,Submit application,12,9929,209.4,Supervisor,Submit application
59308,C06593_r2,2025-01-10 11:47:03,Revise document,8,932,182.0,Supervisor,Revise document
59309,C06593_r1,2025-01-10 11:47:04,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59310,C06593_r2,2025-01-10 11:47:04,Submit application,8,2311,225.6,Senior Analyst,Submit application
59311,C06593_r1,2025-01-10 11:47:05,Complete process,0,0,0.0,System,Complete process
59312,C06593_r2,2025-01-10 11:47:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59313,C06593_r2,2025-01-10 11:47:06,Complete process,0,0,0.0,System,Complete process
59314,C06596_r0,2025-01-10 11:50:00,Start process,5,10,10.0,System,Start process
59315,C06596_r1,2025-01-10 11:50:01,Start process,5,10,10.0,System,Start process
59316,C06596_r2,2025-01-10 11:50:02,Start process,5,10,10.0,System,Start process
59317,C06596_r0,2025-01-10 11:51:00,Check document,2,120,30.0,Clerk,Check document
59318,C06596_r1,2025-01-10 11:51:01,Check document,2,120,30.0,Clerk,Check document
59319,C06596_r2,2025-01-10 11:51:02,Check document,2,120,30.0,Clerk,Check document
59320,C06596_r0,2025-01-10 11:52:00,Submit application,3,138,36.0,Junior Staff,Submit application
59321,C06596_r1,2025-01-10 11:52:01,Submit application,3,138,36.0,Junior Staff,Submit application
59322,C06596_r0,2025-01-10 11:52:01,Review submission,8,850,100.0,Reviewer,Review submission
59323,C06596_r1,2025-01-10 11:52:02,Review submission,8,850,100.0,Reviewer,Review submission
59324,C06596_r2,2025-01-10 11:52:02,Submit application,3,138,36.0,Junior Staff,Submit application
59325,C06596_r2,2025-01-10 11:52:03,Review submission,8,850,100.0,Reviewer,Review submission
59326,C06596_r0,2025-01-10 11:53:00,Approve application,2,130,20.0,Manager,Approve application
59327,C06596_r0,2025-01-10 11:53:01,Complete process,0,0,0.0,System,Complete process
59328,C06596_r1,2025-01-10 11:53:01,Approve application,2,130,20.0,Manager,Approve application
59329,C06596_r2,2025-01-10 11:53:02,Disapprove application,2,130,20.0,review_board,Disapprove application
59330,C06596_r1,2025-01-10 11:53:02,Complete process,0,0,0.0,System,Complete process
59331,C06596_r2,2025-01-10 11:53:03,Revise document,8,932,182.0,Supervisor,Revise document
59332,C06596_r2,2025-01-10 11:53:04,Submit application,12,8374,246.9,Supervisor,Submit application
59333,C06596_r2,2025-01-10 11:53:05,Accept submission,1,922,145.6,Head Manager Assistant,Accept submission
59334,C06596_r2,2025-01-10 11:53:06,Complete process,0,0,0.0,System,Complete process
59335,C06599_r0,2025-01-10 11:56:00,Start process,5,10,10.0,System,Start process
59336,C06599_r1,2025-01-10 11:56:01,Start process,5,10,10.0,System,Start process
59337,C06599_r2,2025-01-10 11:56:02,Start process,5,10,10.0,System,Start process
59338,C06599_r0,2025-01-10 11:57:00,Check document,2,120,30.0,Clerk,Check document
59339,C06599_r1,2025-01-10 11:57:01,Check document,2,120,30.0,Clerk,Check document
59340,C06599_r2,2025-01-10 11:57:02,Check document,2,120,30.0,Clerk,Check document
59341,C06599_r0,2025-01-10 11:58:00,Submit application,1,125,56.0,Clerk,Submit application
59342,C06599_r0,2025-01-10 11:58:01,Review submission,8,850,100.0,Reviewer,Review submission
59343,C06599_r1,2025-01-10 11:58:01,Submit application,1,125,56.0,Clerk,Submit application
59344,C06599_r2,2025-01-10 11:58:02,Submit application,1,125,56.0,Clerk,Submit application
59345,C06599_r1,2025-01-10 11:58:02,Review submission,8,850,100.0,Reviewer,Review submission
59346,C06599_r2,2025-01-10 11:58:03,Review submission,8,850,100.0,Reviewer,Review submission
59347,C06599_r0,2025-01-10 11:59:00,Approve application,2,130,20.0,Manager,Approve application
