EventID,CaseID,Activity,Timestamp,Resource,Location,Shift,Department,ProcessingTime,PriorityLevel,FileSize
E_1142,Case_164,Submit,2025-01-18T10:26:35.666853,User_4,Branch_A,Night,Finance,110,5,0.14
E_1143,Case_164,Review,2025-01-18T12:03:35.666853,User_1,Headquarters,Afternoon,Operations,102,4,4.68
E_1144,Case_164,Archive,2025-01-18T13:37:35.666853,User_3,Branch_B,Afternoon,IT,92,2,0.36
E_1145,Case_164,Submit,2025-01-18T15:36:35.666853,User_4,Branch_B,Afternoon,Finance,16,4,5.65
E_1146,Case_164,Review,2025-01-18T16:22:35.666853,User_2,Branch_A,Night,IT,21,2,9.56
E_1147,Case_164,Submit,2025-01-18T18:02:35.666853,User_1,Branch_B,Night,Finance,108,3,7.98
E_1148,Case_164,Approve,2025-01-18T18:40:35.666853,User_1,Headquarters,Afternoon,IT,69,2,8.31
E_1149,Case_165,Submit,2025-02-10T10:26:35.666853,User_2,Branch_C,Morning,Finance,106,3,6.37
E_1150,Case_165,Review,2025-02-10T11:42:35.666853,User_2,Branch_A,Afternoon,IT,28,2,6.26
E_1151,Case_165,Archive,2025-02-10T13:09:35.666853,User_2,Branch_C,Night,HR,7,1,6.59
E_1152,Case_165,Submit,2025-02-10T14:19:35.666853,User_4,Headquarters,Morning,Finance,77,5,0.26
E_1153,Case_165,Review,2025-02-10T14:22:35.666853,User_3,Branch_C,Morning,Operations,58,1,6.94
E_1154,Case_165,Submit,2025-02-10T15:51:35.666853,User_2,Branch_A,Night,Operations,59,1,9.64
E_1155,Case_165,Approve,2025-02-10T16:15:35.666853,User_3,Headquarters,Afternoon,Finance,106,3,7.2
E_1156,Case_166,Submit,2025-02-05T10:26:35.666853,User_3,Branch_A,Night,Finance,94,1,3.05
E_1157,Case_166,Review,2025-02-05T12:10:35.666853,User_3,Headquarters,Night,Operations,116,2,5.52
E_1158,Case_166,Archive,2025-02-05T13:33:35.666853,User_4,Headquarters,Morning,IT,55,3,9.08
E_1159,Case_166,Submit,2025-02-05T14:57:35.666853,User_3,Branch_C,Morning,Finance,4,4,1.39
E_1160,Case_166,Approve,2025-02-05T16:12:35.666853,User_4,Branch_C,Night,Operations,70,4,0.35
E_1161,Case_166,Submit,2025-02-05T16:46:35.666853,User_3,Headquarters,Night,Finance,118,4,2.24
E_1162,Case_166,Finalize,2025-02-05T18:18:35.666853,User_1,Branch_B,Morning,Finance,15,1,5.26
E_1163,Case_167,Submit,2025-01-29T10:26:35.666853,User_3,Branch_C,Night,Finance,26,5,9.84
E_1164,Case_167,Submit,2025-01-29T12:11:35.666853,User_2,Branch_B,Afternoon,Operations,56,4,5.32
E_1165,Case_167,Review,2025-01-29T12:49:35.666853,User_2,Branch_C,Afternoon,IT,10,4,3.88
E_1166,Case_167,Submit,2025-01-29T14:39:35.666853,User_4,Branch_C,Morning,Finance,48,3,9.89
E_1167,Case_167,Approve,2025-01-29T15:18:35.666853,User_3,Branch_B,Morning,Finance,10,1,2.47
E_1168,Case_167,Submit,2025-01-29T16:36:35.666853,User_3,Branch_C,Morning,IT,106,4,1.7
E_1169,Case_167,Finalize,2025-01-29T18:13:35.666853,User_3,Branch_C,Morning,Operations,32,4,6.91
E_1170,Case_168,Submit,2025-02-03T10:26:35.666853,User_4,Branch_B,Morning,Operations,40,5,6.3
E_1171,Case_168,Archive,2025-02-03T11:36:35.666853,User_4,Branch_C,Morning,Operations,49,1,2.63
E_1172,Case_168,Review,2025-02-03T13:15:35.666853,User_1,Branch_C,Afternoon,Finance,85,1,8.96
E_1173,Case_168,Submit,2025-02-03T14:21:35.666853,User_3,Headquarters,Afternoon,HR,46,5,5.38
E_1174,Case_168,Approve,2025-02-03T15:44:35.666853,User_4,Headquarters,Night,IT,51,3,8.65
E_1175,Case_168,Submit,2025-02-03T16:42:35.666853,User_4,Headquarters,Afternoon,HR,5,2,2.69
E_1176,Case_168,Finalize,2025-02-03T16:56:35.666853,User_1,Branch_A,Night,HR,72,1,2.76
E_1177,Case_169,Submit,2025-01-26T10:26:35.666853,User_2,Branch_A,Night,Operations,66,5,2.14
E_1178,Case_169,Archive,2025-01-26T11:32:35.666853,User_4,Branch_C,Night,Finance,61,5,5.13
E_1179,Case_169,Review,2025-01-26T12:09:35.666853,User_4,Branch_A,Afternoon,IT,18,2,2.01
E_1180,Case_169,Submit,2025-01-26T12:46:35.666853,User_3,Branch_C,Night,HR,116,4,0.85
E_1181,Case_169,Approve,2025-01-26T13:10:35.666853,User_3,Branch_B,Night,Operations,26,5,9.77
E_1182,Case_169,Submit,2025-01-26T14:08:35.666853,User_4,Branch_A,Afternoon,HR,48,1,0.12
E_1183,Case_169,Finalize,2025-01-26T15:41:35.666853,User_1,Branch_C,Morning,Operations,99,1,2.69
E_113,Case_17,Submit,2025-01-15T10:26:35.666853,User_2,Branch_A,Afternoon,HR,112,2,7.47
E_114,Case_17,Review,2025-01-15T11:48:35.666853,User_2,Branch_C,Afternoon,HR,27,5,2.31
E_115,Case_17,Archive,2025-01-15T12:47:35.666853,User_4,Headquarters,Morning,Finance,8,4,1.52
E_116,Case_17,Submit,2025-01-15T14:36:35.666853,User_4,Branch_B,Night,Operations,106,4,0.51
E_117,Case_17,Review,2025-01-15T14:59:35.666853,User_1,Branch_B,Morning,Finance,71,3,3.34
E_118,Case_17,Submit,2025-01-15T15:29:35.666853,User_1,Branch_C,Night,IT,104,2,2.67
E_119,Case_17,Approve,2025-01-15T17:20:35.666853,User_4,Branch_C,Afternoon,Operations,72,5,9.11
E_1184,Case_170,Submit,2025-01-12T10:26:35.666853,User_1,Branch_C,Morning,IT,8,3,2.17
E_1185,Case_170,Review,2025-01-12T11:54:35.666853,User_3,Branch_C,Night,Operations,71,1,9.41
E_1186,Case_170,Archive,2025-01-12T13:47:35.666853,User_1,Headquarters,Night,HR,42,1,7.62
E_1187,Case_170,Submit,2025-01-12T14:28:35.666853,User_1,Headquarters,Afternoon,IT,7,1,0.7
E_1188,Case_170,Approve,2025-01-12T16:16:35.666853,User_1,Branch_C,Afternoon,Finance,117,3,6.31
E_1189,Case_170,Submit,2025-01-12T17:54:35.666853,User_4,Branch_C,Afternoon,Operations,13,1,6.77
E_1190,Case_170,Finalize,2025-01-12T18:54:35.666853,User_3,Branch_A,Morning,Operations,7,4,7.43
E_1191,Case_171,Submit,2025-01-24T10:26:35.666853,User_4,Branch_C,Morning,HR,116,3,6.75
E_1192,Case_171,Submit,2025-01-24T12:09:35.666853,User_1,Branch_B,Morning,HR,119,3,0.52
E_1193,Case_171,Review,2025-01-24T13:54:35.666853,User_4,Branch_C,Morning,Finance,37,5,5.61
E_1194,Case_171,Submit,2025-01-24T14:40:35.666853,User_4,Headquarters,Morning,HR,75,4,0.21
E_1195,Case_171,Approve,2025-01-24T15:51:35.666853,User_3,Branch_A,Morning,Finance,53,3,9.42
E_1196,Case_171,Submit,2025-01-24T15:52:35.666853,User_3,Headquarters,Morning,Finance,27,3,7.02
E_1197,Case_171,Finalize,2025-01-24T17:04:35.666853,User_1,Headquarters,Night,Finance,47,2,9.98
E_1198,Case_172,Submit,2025-01-12T10:26:35.666853,User_1,Headquarters,Night,Operations,51,2,4.77
E_1199,Case_172,Review,2025-01-12T10:42:35.666853,User_1,Branch_A,Morning,HR,3,2,3.24
E_1200,Case_172,Archive,2025-01-12T11:56:35.666853,User_2,Branch_A,Morning,Finance,30,5,0.42
E_1201,Case_172,Submit,2025-01-12T13:35:35.666853,User_4,Branch_B,Morning,Operations,10,2,2.09
E_1202,Case_172,Review,2025-01-12T13:54:35.666853,User_1,Headquarters,Morning,IT,28,3,9.73
E_1203,Case_172,Submit,2025-01-12T14:57:35.666853,User_1,Branch_A,Afternoon,Finance,106,4,0.84
E_1204,Case_172,Approve,2025-01-12T15:02:35.666853,User_1,Headquarters,Night,Finance,34,1,8.41
E_1205,Case_173,Submit,2025-01-17T10:26:35.666853,User_2,Branch_B,Afternoon,Finance,40,1,7.54
E_1206,Case_173,Submit,2025-01-17T11:22:35.666853,User_4,Branch_A,Night,Finance,90,5,0.15
E_1207,Case_173,Review,2025-01-17T12:25:35.666853,User_3,Branch_C,Night,Operations,18,2,7.4
E_1208,Case_173,Submit,2025-01-17T13:46:35.666853,User_2,Headquarters,Night,IT,12,5,9.8
E_1209,Case_173,Approve,2025-01-17T13:49:35.666853,User_2,Branch_B,Night,Operations,34,2,8.34
E_1210,Case_173,Submit,2025-01-17T15:06:35.666853,User_2,Branch_A,Morning,HR,120,2,5.27
E_1211,Case_173,Finalize,2025-01-17T15:10:35.666853,User_3,Headquarters,Night,IT,25,2,3.28
E_1212,Case_174,Submit,2025-01-13T10:26:35.666853,User_4,Branch_B,Afternoon,Operations,105,1,4.52
E_1213,Case_174,Archive,2025-01-13T11:19:35.666853,User_1,Headquarters,Morning,HR,7,2,5.42
E_1214,Case_174,Review,2025-01-13T12:15:35.666853,User_4,Branch_B,Morning,Operations,51,4,2.3
E_1215,Case_174,Submit,2025-01-13T12:18:35.666853,User_3,Branch_A,Night,Operations,103,1,7.51
E_1216,Case_174,Approve,2025-01-13T13:12:35.666853,User_4,Branch_A,Morning,Operations,103,2,4.16
E_1217,Case_174,Submit,2025-01-13T15:10:35.666853,User_1,Branch_C,Night,Operations,117,3,0.14
E_1218,Case_174,Finalize,2025-01-13T15:21:35.666853,User_2,Branch_B,Night,Operations,77,1,1.96
E_1219,Case_175,Submit,2025-01-28T10:26:35.666853,User_4,Branch_B,Morning,HR,13,5,4.95
E_1220,Case_175,Submit,2025-01-28T11:32:35.666853,User_2,Branch_B,Morning,HR,82,4,5.49
E_1221,Case_175,Review,2025-01-28T12:13:35.666853,User_4,Branch_B,Morning,IT,13,1,4.44
E_1222,Case_175,Submit,2025-01-28T13:02:35.666853,User_4,Headquarters,Morning,Finance,14,2,0.77
E_1223,Case_175,Approve,2025-01-28T14:20:35.666853,User_4,Branch_C,Night,IT,16,2,3.16
E_1224,Case_175,Submit,2025-01-28T14:28:35.666853,User_1,Headquarters,Night,Finance,32,1,6.08
E_1225,Case_175,Finalize,2025-01-28T15:49:35.666853,User_4,Branch_B,Night,Finance,88,1,6.98
E_1226,Case_176,Submit,2025-01-26T10:26:35.666853,User_3,Branch_C,Morning,Operations,94,2,5.08
E_1227,Case_176,Review,2025-01-26T11:20:35.666853,User_4,Branch_C,Morning,Finance,93,2,1.8
E_1228,Case_176,Archive,2025-01-26T13:15:35.666853,User_1,Branch_A,Night,Finance,102,4,2.23
E_1229,Case_176,Submit,2025-01-26T13:50:35.666853,User_1,Headquarters,Night,IT,54,4,5.64
E_1230,Case_176,Review,2025-01-26T14:40:35.666853,User_3,Headquarters,Morning,HR,22,4,2.72
E_1231,Case_176,Submit,2025-01-26T15:11:35.666853,User_2,Branch_A,Morning,Finance,96,4,3.87
E_1232,Case_176,Approve,2025-01-26T15:51:35.666853,User_4,Branch_C,Night,Finance,70,3,5.64
E_1233,Case_177,Submit,2025-01-12T10:26:35.666853,User_2,Headquarters,Morning,Finance,115,5,1.59
E_1234,Case_177,Archive,2025-01-12T10:33:35.666853,User_2,Branch_C,Afternoon,Finance,34,4,6.01
E_1235,Case_177,Review,2025-01-12T12:16:35.666853,User_4,Branch_A,Afternoon,IT,41,3,8.66
E_1236,Case_177,Submit,2025-01-12T13:16:35.666853,User_2,Headquarters,Night,Finance,56,4,7.44
E_1237,Case_177,Approve,2025-01-12T13:56:35.666853,User_3,Branch_B,Night,IT,22,4,7.83
E_1238,Case_177,Submit,2025-01-12T15:07:35.666853,User_3,Branch_C,Afternoon,IT,83,4,9.8
E_1239,Case_177,Finalize,2025-01-12T16:34:35.666853,User_3,Branch_A,Morning,Finance,23,2,8.62
E_1240,Case_178,Submit,2025-01-18T10:26:35.666853,User_2,Headquarters,Night,Operations,112,5,0.59
E_1241,Case_178,Review,2025-01-18T12:26:35.666853,User_1,Branch_C,Afternoon,Finance,55,3,2.17
E_1242,Case_178,Archive,2025-01-18T12:40:35.666853,User_2,Branch_B,Afternoon,IT,34,5,7.95
E_1243,Case_178,Submit,2025-01-18T13:34:35.666853,User_3,Branch_C,Afternoon,Finance,90,5,8.52
E_1244,Case_178,Approve,2025-01-18T14:51:35.666853,User_3,Branch_C,Afternoon,Finance,56,4,8.31
E_1245,Case_178,Submit,2025-01-18T15:30:35.666853,User_4,Headquarters,Morning,IT,30,4,4.03
E_1246,Case_178,Finalize,2025-01-18T15:45:35.666853,User_4,Branch_B,Afternoon,HR,77,5,7.23
E_1247,Case_179,Submit,2025-02-06T10:26:35.666853,User_1,Branch_B,Morning,HR,76,4,9.21
E_1248,Case_179,Archive,2025-02-06T12:03:35.666853,User_1,Branch_C,Night,IT,118,3,3.0
E_1249,Case_179,Submit,2025-02-06T12:13:35.666853,User_4,Branch_C,Morning,IT,56,1,2.51
E_1250,Case_179,Review,2025-02-06T13:44:35.666853,User_3,Branch_B,Morning,Finance,37,5,2.06
E_1251,Case_179,Submit,2025-02-06T14:55:35.666853,User_4,Branch_C,Night,HR,50,2,3.44
E_1252,Case_179,Approve,2025-02-06T15:56:35.666853,User_1,Branch_C,Morning,HR,41,1,2.25
E_1253,Case_179,Finalize,2025-02-06T17:38:35.666853,User_2,Branch_B,Morning,IT,18,3,8.65
E_120,Case_18,Submit,2025-01-27T10:26:35.666853,User_3,Branch_B,Afternoon,Operations,53,5,2.32
E_121,Case_18,Review,2025-01-27T11:59:35.666853,User_2,Headquarters,Afternoon,HR,55,1,3.47
E_122,Case_18,Archive,2025-01-27T12:58:35.666853,User_1,Branch_B,Night,Finance,100,3,7.5
E_123,Case_18,Submit,2025-01-27T13:29:35.666853,User_2,Headquarters,Afternoon,HR,14,3,3.5
E_124,Case_18,Approve,2025-01-27T14:34:35.666853,User_1,Branch_B,Morning,IT,83,4,2.49
E_125,Case_18,Submit,2025-01-27T16:04:35.666853,User_1,Branch_B,Night,Operations,82,3,5.49
E_126,Case_18,Finalize,2025-01-27T16:18:35.666853,User_2,Branch_C,Morning,Operations,53,4,9.22
E_1254,Case_180,Submit,2025-01-25T10:26:35.666853,User_1,Branch_B,Night,HR,72,4,0.18
E_1255,Case_180,Review,2025-01-25T12:21:35.666853,User_2,Branch_A,Afternoon,Operations,73,2,7.48
E_1256,Case_180,Archive,2025-01-25T13:33:35.666853,User_2,Branch_A,Afternoon,Operations,78,5,7.36
E_1257,Case_180,Submit,2025-01-25T14:15:35.666853,User_1,Branch_B,Night,IT,18,3,2.06
E_1258,Case_180,Approve,2025-01-25T14:22:35.666853,User_2,Branch_B,Night,Finance,17,2,7.28
E_1259,Case_180,Submit,2025-01-25T14:57:35.666853,User_2,Branch_C,Morning,IT,28,2,0.23
E_1260,Case_180,Finalize,2025-01-25T15:29:35.666853,User_3,Branch_B,Morning,HR,28,3,8.14
E_1261,Case_181,Submit,2025-02-05T10:26:35.666853,User_4,Branch_C,Afternoon,Finance,23,5,7.75
E_1262,Case_181,Archive,2025-02-05T11:26:35.666853,User_4,Headquarters,Night,HR,53,5,2.73
E_1263,Case_181,Submit,2025-02-05T13:09:35.666853,User_3,Branch_C,Afternoon,Finance,23,2,2.42
E_1264,Case_181,Review,2025-02-05T15:07:35.666853,User_4,Branch_B,Night,IT,15,3,7.79
E_1265,Case_181,Submit,2025-02-05T16:28:35.666853,User_4,Headquarters,Morning,HR,37,4,8.24
E_1266,Case_181,Approve,2025-02-05T17:34:35.666853,User_4,Branch_B,Night,Operations,29,3,5.72
E_1267,Case_181,Finalize,2025-02-05T19:27:35.666853,User_1,Branch_A,Night,Finance,50,1,8.88
E_1268,Case_182,Submit,2025-01-15T10:26:35.666853,User_2,Branch_A,Morning,Operations,67,2,0.19
E_1269,Case_182,Review,2025-01-15T10:45:35.666853,User_3,Branch_A,Morning,Operations,28,1,2.04
E_1270,Case_182,Archive,2025-01-15T12:09:35.666853,User_4,Branch_A,Morning,Finance,95,4,5.66
E_1271,Case_182,Submit,2025-01-15T13:47:35.666853,User_3,Branch_A,Morning,IT,13,3,1.94
E_1272,Case_182,Review,2025-01-15T14:53:35.666853,User_2,Headquarters,Morning,Finance,118,1,1.74
E_1273,Case_182,Submit,2025-01-15T16:23:35.666853,User_2,Branch_C,Morning,Finance,93,5,9.13
E_1274,Case_182,Approve,2025-01-15T18:07:35.666853,User_2,Headquarters,Night,Operations,70,3,7.4
E_1275,Case_183,Submit,2025-01-17T10:26:35.666853,User_3,Branch_B,Afternoon,HR,69,5,2.22
E_1276,Case_183,Submit,2025-01-17T10:56:35.666853,User_3,Branch_A,Morning,Operations,49,2,1.18
E_1277,Case_183,Review,2025-01-17T12:17:35.666853,User_4,Headquarters,Morning,IT,29,2,5.45
E_1278,Case_183,Submit,2025-01-17T12:50:35.666853,User_1,Branch_A,Morning,Finance,108,5,8.9
E_1279,Case_183,Approve,2025-01-17T12:55:35.666853,User_3,Branch_A,Afternoon,Finance,79,5,5.68
E_1280,Case_183,Submit,2025-01-17T13:23:35.666853,User_1,Branch_A,Night,IT,43,3,6.9
E_1281,Case_183,Finalize,2025-01-17T15:11:35.666853,User_1,Branch_C,Night,Finance,5,5,9.61
E_1282,Case_184,Submit,2025-01-17T10:26:35.666853,User_2,Branch_C,Afternoon,Operations,102,2,8.91
E_1283,Case_184,Submit,2025-01-17T11:08:35.666853,User_2,Branch_C,Morning,HR,38,4,4.76
E_1284,Case_184,Review,2025-01-17T12:34:35.666853,User_1,Branch_C,Afternoon,Operations,120,3,7.58
E_1285,Case_184,Submit,2025-01-17T13:17:35.666853,User_3,Headquarters,Afternoon,HR,56,3,7.88
E_1286,Case_184,Approve,2025-01-17T13:52:35.666853,User_4,Branch_B,Morning,HR,36,3,4.71
E_1287,Case_184,Submit,2025-01-17T14:17:35.666853,User_2,Branch_A,Night,HR,61,3,1.55
E_1288,Case_184,Finalize,2025-01-17T15:08:35.666853,User_3,Branch_C,Afternoon,IT,73,5,7.9
E_1289,Case_185,Submit,2025-01-22T10:26:35.666853,User_2,Branch_C,Afternoon,Finance,13,1,7.87
E_1290,Case_185,Review,2025-01-22T10:54:35.666853,User_2,Branch_A,Afternoon,IT,102,5,7.58
E_1291,Case_185,Archive,2025-01-22T12:12:35.666853,User_1,Branch_A,Morning,HR,45,1,9.09
E_1292,Case_185,Submit,2025-01-22T12:16:35.666853,User_1,Branch_A,Night,Operations,96,5,4.02
E_1293,Case_185,Approve,2025-01-22T12:47:35.666853,User_4,Branch_B,Afternoon,IT,57,4,2.34
E_1294,Case_185,Submit,2025-01-22T14:08:35.666853,User_3,Headquarters,Night,IT,22,1,8.01
E_1295,Case_185,Finalize,2025-01-22T15:59:35.666853,User_3,Headquarters,Morning,Operations,8,5,8.99
E_1296,Case_186,Submit,2025-02-05T10:26:35.666853,User_3,Branch_C,Night,IT,52,5,4.06
E_1297,Case_186,Archive,2025-02-05T11:02:35.666853,User_3,Headquarters,Morning,HR,33,1,1.25
E_1298,Case_186,Submit,2025-02-05T11:53:35.666853,User_1,Branch_C,Night,Operations,70,4,1.88
E_1299,Case_186,Review,2025-02-05T13:47:35.666853,User_1,Headquarters,Afternoon,Operations,38,1,0.24
E_1300,Case_186,Submit,2025-02-05T15:06:35.666853,User_2,Branch_B,Night,IT,79,5,7.53
E_1301,Case_186,Approve,2025-02-05T16:05:35.666853,User_2,Branch_A,Night,Finance,96,2,3.18
E_1302,Case_186,Finalize,2025-02-05T17:38:35.666853,User_3,Branch_A,Afternoon,HR,88,1,8.56
E_1303,Case_187,Submit,2025-02-08T10:26:35.666853,User_4,Headquarters,Morning,IT,6,3,1.92
E_1304,Case_187,Review,2025-02-08T10:38:35.666853,User_3,Headquarters,Morning,IT,25,2,3.28
E_1305,Case_187,Archive,2025-02-08T11:14:35.666853,User_3,Branch_C,Afternoon,Finance,63,1,6.22
E_1306,Case_187,Submit,2025-02-08T12:58:35.666853,User_4,Branch_B,Morning,Finance,60,4,1.05
E_1307,Case_187,Approve,2025-02-08T13:42:35.666853,User_1,Branch_C,Morning,Finance,45,3,6.09
E_1308,Case_187,Submit,2025-02-08T15:28:35.666853,User_3,Branch_A,Morning,IT,93,3,2.42
E_1309,Case_187,Finalize,2025-02-08T16:56:35.666853,User_2,Headquarters,Afternoon,Finance,112,1,7.11
E_1310,Case_188,Submit,2025-02-09T10:26:35.666853,User_1,Branch_B,Morning,Operations,36,5,5.67
E_1311,Case_188,Review,2025-02-09T12:26:35.666853,User_3,Branch_A,Night,Operations,11,5,3.38
E_1312,Case_188,Archive,2025-02-09T13:29:35.666853,User_2,Branch_A,Night,Finance,114,1,2.89
E_1313,Case_188,Submit,2025-02-09T14:25:35.666853,User_4,Branch_B,Morning,HR,77,5,9.2
E_1314,Case_188,Review,2025-02-09T15:35:35.666853,User_3,Branch_B,Morning,IT,111,3,2.51
E_1315,Case_188,Submit,2025-02-09T16:35:35.666853,User_2,Branch_A,Morning,IT,42,1,6.63
E_1316,Case_188,Approve,2025-02-09T16:54:35.666853,User_3,Branch_C,Afternoon,HR,105,2,1.55
E_1317,Case_189,Submit,2025-01-30T10:26:35.666853,User_2,Branch_C,Night,HR,53,4,9.39
E_1318,Case_189,Review,2025-01-30T11:55:35.666853,User_3,Branch_C,Afternoon,IT,29,2,5.91
E_1319,Case_189,Archive,2025-01-30T12:28:35.666853,User_4,Branch_C,Night,Finance,106,5,4.09
E_1320,Case_189,Submit,2025-01-30T13:56:35.666853,User_3,Branch_B,Morning,Operations,70,5,1.9
E_1321,Case_189,Review,2025-01-30T15:55:35.666853,User_2,Branch_A,Night,HR,95,4,1.39
E_1322,Case_189,Submit,2025-01-30T17:10:35.666853,User_3,Headquarters,Morning,Finance,120,4,5.01
E_1323,Case_189,Approve,2025-01-30T17:17:35.666853,User_1,Branch_C,Morning,Finance,30,1,9.23
E_127,Case_19,Submit,2025-02-04T10:26:35.666853,User_2,Branch_B,Night,Finance,87,1,1.53
E_128,Case_19,Review,2025-02-04T11:27:35.666853,User_4,Headquarters,Night,Finance,62,2,0.22
E_129,Case_19,Archive,2025-02-04T12:41:35.666853,User_2,Headquarters,Afternoon,Finance,27,1,1.62
E_130,Case_19,Submit,2025-02-04T14:35:35.666853,User_4,Headquarters,Night,HR,38,3,7.18
E_131,Case_19,Approve,2025-02-04T15:21:35.666853,User_4,Branch_B,Afternoon,HR,34,5,2.43
E_132,Case_19,Submit,2025-02-04T16:28:35.666853,User_4,Branch_C,Afternoon,HR,7,1,3.84
E_133,Case_19,Finalize,2025-02-04T17:39:35.666853,User_2,Headquarters,Night,IT,52,1,3.08
E_1324,Case_190,Submit,2025-02-02T10:26:35.666853,User_3,Branch_C,Night,Operations,11,5,8.89
E_1325,Case_190,Archive,2025-02-02T10:37:35.666853,User_4,Branch_C,Afternoon,IT,26,3,3.06
E_1326,Case_190,Submit,2025-02-02T11:27:35.666853,User_1,Branch_B,Night,HR,75,2,0.95
E_1327,Case_190,Review,2025-02-02T12:49:35.666853,User_2,Headquarters,Afternoon,HR,73,1,2.99
E_1328,Case_190,Submit,2025-02-02T13:06:35.666853,User_2,Branch_B,Morning,IT,72,5,6.94
E_1329,Case_190,Approve,2025-02-02T14:14:35.666853,User_3,Headquarters,Morning,HR,6,1,2.75
E_1330,Case_190,Finalize,2025-02-02T15:44:35.666853,User_2,Branch_A,Night,Operations,100,4,3.0
E_1331,Case_191,Submit,2025-01-25T10:26:35.666853,User_1,Branch_B,Afternoon,IT,7,3,2.36
E_1332,Case_191,Review,2025-01-25T11:53:35.666853,User_3,Headquarters,Morning,IT,85,2,0.21
E_1333,Case_191,Archive,2025-01-25T12:25:35.666853,User_3,Branch_A,Afternoon,Finance,52,4,9.75
E_1334,Case_191,Submit,2025-01-25T14:10:35.666853,User_3,Branch_B,Night,IT,35,2,8.75
E_1335,Case_191,Review,2025-01-25T14:47:35.666853,User_2,Headquarters,Morning,Finance,95,2,0.71
E_1336,Case_191,Submit,2025-01-25T14:52:35.666853,User_2,Headquarters,Afternoon,Finance,111,5,4.23
E_1337,Case_191,Approve,2025-01-25T15:04:35.666853,User_1,Branch_C,Afternoon,IT,26,2,5.1
E_1338,Case_192,Submit,2025-01-30T10:26:35.666853,User_3,Branch_C,Morning,Operations,18,4,7.46
E_1339,Case_192,Review,2025-01-30T12:16:35.666853,User_4,Headquarters,Morning,HR,6,4,8.52
E_1340,Case_192,Archive,2025-01-30T13:01:35.666853,User_4,Headquarters,Afternoon,Operations,44,3,4.52
E_1341,Case_192,Submit,2025-01-30T14:17:35.666853,User_1,Branch_C,Morning,Finance,31,1,6.21
E_1342,Case_192,Approve,2025-01-30T15:29:35.666853,User_3,Headquarters,Afternoon,Operations,63,1,9.1
E_1343,Case_192,Submit,2025-01-30T16:10:35.666853,User_4,Branch_A,Morning,Finance,91,5,9.05
E_1344,Case_192,Finalize,2025-01-30T16:39:35.666853,User_1,Headquarters,Morning,IT,18,1,6.39
E_1345,Case_193,Submit,2025-01-16T10:26:35.666853,User_3,Branch_C,Afternoon,HR,87,4,0.51
E_1346,Case_193,Submit,2025-01-16T12:05:35.666853,User_2,Branch_A,Night,Finance,18,3,9.45
E_1347,Case_193,Review,2025-01-16T13:58:35.666853,User_1,Branch_A,Morning,Finance,85,2,5.43
E_1348,Case_193,Submit,2025-01-16T15:33:35.666853,User_3,Branch_B,Night,Operations,63,1,8.66
E_1349,Case_193,Approve,2025-01-16T16:16:35.666853,User_4,Branch_B,Afternoon,Operations,58,4,6.28
E_1350,Case_193,Submit,2025-01-16T17:21:35.666853,User_4,Headquarters,Afternoon,IT,81,3,6.16
E_1351,Case_193,Finalize,2025-01-16T19:12:35.666853,User_2,Branch_A,Night,Finance,105,5,9.61
E_1352,Case_194,Submit,2025-01-13T10:26:35.666853,User_4,Headquarters,Morning,Finance,101,3,2.9
E_1353,Case_194,Review,2025-01-13T12:24:35.666853,User_1,Headquarters,Morning,HR,60,2,8.0
E_1354,Case_194,Archive,2025-01-13T12:53:35.666853,User_3,Branch_B,Morning,HR,38,5,4.59
E_1355,Case_194,Submit,2025-01-13T13:11:35.666853,User_4,Headquarters,Afternoon,Operations,18,2,4.87
E_1356,Case_194,Review,2025-01-13T15:06:35.666853,User_4,Branch_C,Morning,Operations,102,3,7.73
E_1357,Case_194,Submit,2025-01-13T16:47:35.666853,User_2,Branch_A,Afternoon,Operations,107,3,7.09
E_1358,Case_194,Approve,2025-01-13T18:11:35.666853,User_1,Branch_B,Morning,HR,34,1,4.34
E_1359,Case_195,Submit,2025-02-05T10:26:35.666853,User_2,Branch_C,Afternoon,Finance,10,4,5.16
E_1360,Case_195,Review,2025-02-05T11:34:35.666853,User_3,Branch_C,Night,HR,65,3,2.79
E_1361,Case_195,Archive,2025-02-05T12:20:35.666853,User_1,Headquarters,Afternoon,Operations,107,5,8.6
E_1362,Case_195,Submit,2025-02-05T13:36:35.666853,User_4,Branch_B,Night,Operations,48,3,9.36
E_1363,Case_195,Review,2025-02-05T13:46:35.666853,User_1,Branch_A,Night,Finance,6,5,7.86
E_1364,Case_195,Submit,2025-02-05T15:03:35.666853,User_3,Branch_C,Night,Finance,37,4,8.46
E_1365,Case_195,Approve,2025-02-05T17:03:35.666853,User_4,Branch_A,Afternoon,Finance,89,4,2.91
E_1366,Case_196,Submit,2025-01-25T10:26:35.666853,User_3,Branch_B,Night,Operations,10,2,1.36
E_1367,Case_196,Archive,2025-01-25T12:25:35.666853,User_3,Branch_A,Afternoon,Operations,89,4,8.28
E_1368,Case_196,Review,2025-01-25T14:09:35.666853,User_3,Headquarters,Morning,Operations,37,1,4.8
E_1369,Case_196,Submit,2025-01-25T15:57:35.666853,User_2,Branch_A,Morning,Operations,97,5,8.81
E_1370,Case_196,Approve,2025-01-25T17:55:35.666853,User_2,Branch_A,Morning,Operations,84,4,3.56
