Case,Activity,Timestamp,Resource,Injection,org,EventID
76,receive information,2023-10-04 01:22:23.047,,homonymous Label(Activity:'review request received'),review request received,693
76,Check for completeness,2023-10-04 01:22:33.047,Clerk-000006,,Check for completeness,694
76,request information,2023-10-04 01:23:28.437,Manager-000005,homonymous Label(Activity:'Request info'),Request info,695
77,application check,2023-10-04 01:25:51.337,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,696
77,Make decision,2023-10-04 01:27:27.336,Manager-000004,,Make decision,697
76,request information,2023-10-04 01:29:12.110,,homonymous Label(Activity:'info received'),info received,698
76,Check for completeness,2023-10-04 01:29:22.110,Clerk-000004,,Check for completeness,699
78,request information,2023-10-04 01:30:35.837,,homonymous Label(Activity:'info received'),info received,700
78,Check for completeness,2023-10-04 01:30:45.837,Clerk-000003,,Check for completeness,701
78,Perform checks,2023-10-04 01:31:24.291,Clerk-000001,,Perform checks,702
78,Make decision,2023-10-04 01:31:46.167,Manager-000002,,Make decision,703
76,Request info,2023-10-04 01:31:54.735,Manager-000003,,Request info,704
78,send notification,2023-10-04 01:32:12.562,Manager-000005,homonymous Label(Activity:'Notify accept'),Notify accept,705
76,info received,2023-10-04 01:32:55.636,,,info received,706
76,Check for completeness,2023-10-04 01:33:05.636,Clerk-000006,,Check for completeness,707
77,send notification,2023-10-04 01:36:08.881,Manager-000001,homonymous Label(Activity:'Notify accept'),Notify accept,708
79,Check for completeness,2023-10-04 01:36:34.384,Clerk-000002,,Check for completeness,709
79,New online application received,2023-10-04 01:36:34.384,,,New online application received,710
78,Deliver card,2023-10-04 01:42:13.653,Manager-000002,,Deliver card,711
74,EVENT 13 END,2023-10-04 01:45:13.282,,,EVENT 13 END,712
79,application check,2023-10-04 01:51:02.510,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,713
76,Request info,2023-10-04 02:02:18.245,Manager-000003,,Request info,714
77,Deliver card,2023-10-04 02:02:43.585,Manager-000004,,Deliver card,715
78,EVENT 13 END,2023-10-04 02:12:43.736,,,EVENT 13 END,716
77,EVENT 13 END,2023-10-04 02:13:24.358,,,EVENT 13 END,717
79,Make decision,2023-10-04 02:17:07.955,Manager-000005,,Make decision,718
79,send notification,2023-10-04 02:17:50.807,Manager-000006,homonymous Label(Activity:'Notify accept'),Notify accept,719
79,Deliver card,2023-10-04 02:18:56.416,Manager-000001,,Deliver card,720
76,info received,2023-10-04 02:28:42.343,,,info received,721
76,Check for completeness,2023-10-04 02:28:52.343,Clerk-000003,,Check for completeness,722
79,EVENT 13 END,2023-10-04 02:49:52.430,,,EVENT 13 END,723
80,New online application received,2023-10-04 02:58:46.148,,,New online application received,724
80,Check for completeness,2023-10-04 02:58:46.148,Clerk-000001,,Check for completeness,725
80,application check,2023-10-04 03:04:43.730,Clerk-000004,homonymous Label(Activity:'Perform checks'),Perform checks,726
80,Make decision,2023-10-04 03:16:47.675,Manager-000002,,Make decision,727
76,Request info,2023-10-04 03:26:58.070,Manager-000004,,Request info,728
80,send notification,2023-10-04 03:27:24.833,Manager-000005,homonymous Label(Activity:'notify reject'),notify reject,729
80,time out,2023-10-04 03:27:29.027,,,time out,730
80,EVENT 13 END,2023-10-04 03:27:39.027,,,EVENT 13 END,731
76,info received,2023-10-04 03:29:28.603,,,info received,732
76,Check for completeness,2023-10-04 03:29:38.603,Clerk-000002,,Check for completeness,733
81,Check for completeness,2023-10-04 03:30:24.276,Clerk-000006,,Check for completeness,734
81,New online application received,2023-10-04 03:30:24.276,,,New online application received,735
81,application check,2023-10-04 03:34:54.252,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,736
81,Make decision,2023-10-04 03:38:28.356,Manager-000006,,Make decision,737
76,request information,2023-10-04 03:38:45.341,Manager-000003,homonymous Label(Activity:'Request info'),Request info,738
82,Check for completeness,2023-10-04 03:45:44.767,Clerk-000001,,Check for completeness,740
82,receive information,2023-10-04 03:45:44.767,,homonymous Label(Activity:'New online application received'),New online application received,739
82,request information,2023-10-04 03:48:15.163,Manager-000001,homonymous Label(Activity:'Request info'),Request info,741
82,info received,2023-10-04 03:54:33.366,,,info received,742
82,Check for completeness,2023-10-04 03:54:43.366,Clerk-000004,,Check for completeness,743
76,info received,2023-10-04 03:55:06.795,,,info received,744
76,Check for completeness,2023-10-04 03:55:16.795,Clerk-000003,,Check for completeness,745
76,Request info,2023-10-04 03:55:18.652,Manager-000002,,Request info,746
83,Check for completeness,2023-10-04 04:04:50.273,Clerk-000006,,Check for completeness,747
83,receive information,2023-10-04 04:04:50.273,,homonymous Label(Activity:'New online application received'),New online application received,748
76,info received,2023-10-04 04:05:56.229,,,info received,749
76,Check for completeness,2023-10-04 04:06:06.229,Clerk-000005,,Check for completeness,750
82,request information,2023-10-04 04:08:18.367,Manager-000005,homonymous Label(Activity:'Request info'),Request info,751
81,notify reject,2023-10-04 04:14:02.777,Manager-000004,,notify reject,752
81,time out,2023-10-04 04:16:42.144,,,time out,753
81,EVENT 13 END,2023-10-04 04:16:52.144,,,EVENT 13 END,754
83,request information,2023-10-04 04:27:08.872,Manager-000001,homonymous Label(Activity:'Request info'),Request info,755
82,request information,2023-10-04 04:30:14.133,,homonymous Label(Activity:'info received'),info received,756
82,Check for completeness,2023-10-04 04:30:24.133,Clerk-000002,,Check for completeness,757
82,application check,2023-10-04 04:44:30.588,Clerk-000001,homonymous Label(Activity:'Perform checks'),Perform checks,758
83,info received,2023-10-04 04:48:51.609,,,info received,759
83,Check for completeness,2023-10-04 04:49:01.609,Clerk-000003,,Check for completeness,760
83,Perform checks,2023-10-04 04:50:02.340,Clerk-000004,,Perform checks,761
76,application check,2023-10-04 04:50:15.248,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,762
82,Make decision,2023-10-04 04:50:41.344,Manager-000003,,Make decision,763
84,Check for completeness,2023-10-04 04:52:17.556,Clerk-000002,,Check for completeness,765
84,New online application received,2023-10-04 04:52:17.556,,,New online application received,764
76,Make decision,2023-10-04 04:57:32.135,Manager-000002,,Make decision,766
82,send notification,2023-10-04 05:03:57.035,Manager-000006,homonymous Label(Activity:'Notify accept'),Notify accept,767
84,Perform checks,2023-10-04 05:09:02.736,Clerk-000003,,Perform checks,768
76,notify reject,2023-10-04 05:10:01.731,Manager-000004,,notify reject,769
83,Make decision,2023-10-04 05:15:58.661,Manager-000001,,Make decision,770
84,Make decision,2023-10-04 05:20:48.012,Manager-000003,,Make decision,771
83,Notify accept,2023-10-04 05:21:07.409,Manager-000002,,Notify accept,772
84,notify reject,2023-10-04 05:24:05.711,Manager-000001,,notify reject,773
84,time out,2023-10-04 05:27:11.072,,,time out,774
84,EVENT 13 END,2023-10-04 05:27:21.072,,,EVENT 13 END,775
83,Deliver card,2023-10-04 05:30:23.543,Manager-000003,,Deliver card,776
76,time out,2023-10-04 05:34:51.424,,,time out,777
76,EVENT 13 END,2023-10-04 05:35:01.424,,,EVENT 13 END,778
82,Deliver card,2023-10-04 05:41:34.911,Manager-000001,,Deliver card,779
82,EVENT 13 END,2023-10-04 05:42:43.662,,,EVENT 13 END,780
86,Check for completeness,2023-10-04 05:48:19.071,Clerk-000006,,Check for completeness,781
86,receive information,2023-10-04 05:48:19.071,,homonymous Label(Activity:'New online application received'),New online application received,782
87,New online application received,2023-10-04 05:49:09.751,,,New online application received,783
87,Check for completeness,2023-10-04 05:49:09.751,Clerk-000002,,Check for completeness,784
83,EVENT 13 END,2023-10-04 05:52:28.820,,,EVENT 13 END,785
86,application check,2023-10-04 05:52:38.496,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,786
88,receive information,2023-10-04 05:54:38.179,,homonymous Label(Activity:'New online application received'),New online application received,787
88,Check for completeness,2023-10-04 05:54:38.179,Clerk-000004,,Check for completeness,788
87,Perform checks,2023-10-04 05:57:09.822,Clerk-000003,,Perform checks,789
88,application check,2023-10-04 05:57:32.529,Clerk-000006,homonymous Label(Activity:'Perform checks'),Perform checks,790
86,Make decision,2023-10-04 06:07:10.878,Manager-000002,,Make decision,791
87,Make decision,2023-10-04 06:07:37.192,Manager-000006,,Make decision,792
87,send notification,2023-10-04 06:12:15.461,Manager-000001,homonymous Label(Activity:'Notify accept'),Notify accept,793
90,Check for completeness,2023-10-04 06:15:32.028,Clerk-000002,,Check for completeness,794
90,New online application received,2023-10-04 06:15:32.028,,,New online application received,795
88,Make decision,2023-10-04 06:21:28.926,Manager-000003,,Make decision,796
88,send notification,2023-10-04 06:22:06.535,Manager-000004,homonymous Label(Activity:'notify reject'),notify reject,797
90,application check,2023-10-04 06:25:59.058,Clerk-000001,homonymous Label(Activity:'Perform checks'),Perform checks,798
88,receive information,2023-10-04 06:26:20.333,,homonymous Label(Activity:'review request received'),review request received,799
88,Check for completeness,2023-10-04 06:26:30.333,Clerk-000003,,Check for completeness,800
87,Deliver card,2023-10-04 06:28:43.919,Manager-000003,,Deliver card,801
87,EVENT 13 END,2023-10-04 06:29:31.612,,,EVENT 13 END,802
91,receive information,2023-10-04 06:31:11.643,,homonymous Label(Activity:'New online application received'),New online application received,803
91,Check for completeness,2023-10-04 06:31:11.643,Clerk-000006,,Check for completeness,804
90,Make decision,2023-10-04 06:31:20.120,Manager-000004,,Make decision,805
86,send notification,2023-10-04 06:32:40.370,Manager-000001,homonymous Label(Activity:'Notify accept'),Notify accept,806
88,application check,2023-10-04 06:38:35.875,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,807
90,send notification,2023-10-04 06:39:35.206,Manager-000002,homonymous Label(Activity:'notify reject'),notify reject,808
91,Request info,2023-10-04 06:42:29.739,Manager-000004,,Request info,809
90,review request received,2023-10-04 06:45:46.771,,,review request received,810
90,Check for completeness,2023-10-04 06:45:56.771,Clerk-000002,,Check for completeness,811
86,Deliver card,2023-10-04 06:47:43.293,Manager-000005,,Deliver card,812
91,request information,2023-10-04 06:52:42.535,,homonymous Label(Activity:'info received'),info received,813
91,Check for completeness,2023-10-04 06:52:52.535,Clerk-000004,,Check for completeness,814
88,Make decision,2023-10-04 06:54:11.798,Manager-000002,,Make decision,815
91,request information,2023-10-04 06:55:29.611,Manager-000001,homonymous Label(Activity:'Request info'),Request info,816
90,Request info,2023-10-04 06:56:26.752,Manager-000006,,Request info,817
90,info received,2023-10-04 07:03:13.735,,,info received,818
90,Check for completeness,2023-10-04 07:03:23.735,Clerk-000001,,Check for completeness,819
88,send notification,2023-10-04 07:05:33.287,Manager-000004,homonymous Label(Activity:'notify reject'),notify reject,820
90,application check,2023-10-04 07:05:50.969,Clerk-000003,homonymous Label(Activity:'Perform checks'),Perform checks,821
91,info received,2023-10-04 07:07:00.680,,,info received,822
91,Check for completeness,2023-10-04 07:07:10.680,Clerk-000006,,Check for completeness,823
90,Make decision,2023-10-04 07:16:09.220,Manager-000003,,Make decision,824
90,Notify accept,2023-10-04 07:17:39.985,Manager-000006,,Notify accept,825
91,Perform checks,2023-10-04 07:17:57.281,Clerk-000005,,Perform checks,826
86,EVENT 13 END,2023-10-04 07:18:55.008,,,EVENT 13 END,827
92,receive information,2023-10-04 07:21:11.490,,homonymous Label(Activity:'New online application received'),New online application received,828
92,Check for completeness,2023-10-04 07:21:11.490,Clerk-000004,,Check for completeness,829
92,request information,2023-10-04 07:31:50.321,Manager-000002,homonymous Label(Activity:'Request info'),Request info,830
92,info received,2023-10-04 07:32:45.684,,,info received,831
92,Check for completeness,2023-10-04 07:32:55.684,Clerk-000002,,Check for completeness,832
91,Make decision,2023-10-04 07:33:28.377,Manager-000001,,Make decision,833
90,Deliver card,2023-10-04 07:40:18.406,Manager-000003,,Deliver card,834
91,Notify accept,2023-10-04 07:49:34.785,Manager-000005,,Notify accept,835
90,EVENT 13 END,2023-10-04 07:49:40.417,,,EVENT 13 END,836
91,Deliver card,2023-10-04 07:49:49.823,Manager-000002,,Deliver card,837
92,request information,2023-10-04 07:53:15.624,Manager-000006,homonymous Label(Activity:'Request info'),Request info,838
88,review request received,2023-10-04 07:53:27.356,,,review request received,839
88,Check for completeness,2023-10-04 07:53:37.356,Clerk-000001,,Check for completeness,840
92,request information,2023-10-04 07:56:14.526,,homonymous Label(Activity:'info received'),info received,841
92,Check for completeness,2023-10-04 07:56:24.526,Clerk-000003,,Check for completeness,842
88,Request info,2023-10-04 07:59:07.017,Manager-000001,,Request info,843
91,EVENT 13 END,2023-10-04 08:01:49.226,,,EVENT 13 END,844
88,info received,2023-10-04 08:03:52.189,,,info received,845
88,Check for completeness,2023-10-04 08:04:02.189,Clerk-000006,,Check for completeness,846
88,Perform checks,2023-10-04 08:06:04.760,Clerk-000004,,Perform checks,847
92,Request info,2023-10-04 08:16:38.787,Manager-000003,,Request info,848
88,Make decision,2023-10-04 08:17:36.703,Manager-000005,,Make decision,849
92,info received,2023-10-04 08:20:57.153,,,info received,850
92,Check for completeness,2023-10-04 08:21:07.153,Clerk-000005,,Check for completeness,851
88,notify reject,2023-10-04 08:28:01.766,Manager-000004,,notify reject,852
92,Perform checks,2023-10-04 08:29:47.446,Clerk-000002,,Perform checks,853
88,time out,2023-10-04 08:30:32.040,,,time out,854
88,EVENT 13 END,2023-10-04 08:30:42.040,,,EVENT 13 END,855
92,Make decision,2023-10-04 08:37:17.163,Manager-000006,,Make decision,856
92,Notify accept,2023-10-04 08:47:22.589,Manager-000002,,Notify accept,857
92,Deliver card,2023-10-04 08:49:04.928,Manager-000001,,Deliver card,858
92,EVENT 13 END,2023-10-04 08:51:30.290,,,EVENT 13 END,859
93,Check for completeness,2023-10-04 09:31:32.464,Clerk-000001,,Check for completeness,860
93,receive information,2023-10-04 09:31:32.464,,homonymous Label(Activity:'New online application received'),New online application received,861
94,New online application received,2023-10-04 09:37:51.366,,,New online application received,862
94,Check for completeness,2023-10-04 09:37:51.366,Clerk-000006,,Check for completeness,863
94,request information,2023-10-04 09:45:11.557,Manager-000003,homonymous Label(Activity:'Request info'),Request info,864
94,request information,2023-10-04 09:52:31.336,,homonymous Label(Activity:'info received'),info received,865
94,Check for completeness,2023-10-04 09:52:41.336,Clerk-000003,,Check for completeness,866
93,request information,2023-10-04 09:54:49.364,Manager-000005,homonymous Label(Activity:'Request info'),Request info,867
93,request information,2023-10-04 09:56:53.891,,homonymous Label(Activity:'info received'),info received,868
93,Check for completeness,2023-10-04 09:57:03.891,Clerk-000004,,Check for completeness,869
93,request information,2023-10-04 09:58:30.099,Manager-000004,homonymous Label(Activity:'Request info'),Request info,870
94,Request info,2023-10-04 10:01:30.442,Manager-000006,,Request info,871
94,request information,2023-10-04 10:02:54.874,,homonymous Label(Activity:'info received'),info received,872
94,Check for completeness,2023-10-04 10:03:04.874,Clerk-000005,,Check for completeness,873
93,info received,2023-10-04 10:05:56.129,,,info received,874
93,Check for completeness,2023-10-04 10:06:06.129,Clerk-000002,,Check for completeness,875
94,request information,2023-10-04 10:06:48.884,Manager-000002,homonymous Label(Activity:'Request info'),Request info,876
93,Perform checks,2023-10-04 10:20:56.974,Clerk-000006,,Perform checks,877
93,Make decision,2023-10-04 10:33:47.521,Manager-000001,,Make decision,878
94,request information,2023-10-04 10:52:44.585,,homonymous Label(Activity:'info received'),info received,879
94,Check for completeness,2023-10-04 10:52:54.585,Clerk-000001,,Check for completeness,880
94,Request info,2023-10-04 10:56:40.954,Manager-000003,,Request info,881
93,send notification,2023-10-04 11:00:56.248,Manager-000005,homonymous Label(Activity:'notify reject'),notify reject,882
94,info received,2023-10-04 11:03:06.904,,,info received,883
94,Check for completeness,2023-10-04 11:03:16.904,Clerk-000004,,Check for completeness,884
94,Perform checks,2023-10-04 11:04:13.126,Clerk-000003,,Perform checks,885
94,Make decision,2023-10-04 11:10:52.585,Manager-000006,,Make decision,886
93,review request received,2023-10-04 11:12:09.845,,,review request received,887
93,Check for completeness,2023-10-04 11:12:19.845,Clerk-000005,,Check for completeness,888
93,request information,2023-10-04 11:20:22.103,Manager-000004,homonymous Label(Activity:'Request info'),Request info,889
94,send notification,2023-10-04 11:27:53.346,Manager-000002,homonymous Label(Activity:'Notify accept'),Notify accept,890
94,Deliver card,2023-10-04 11:31:47.957,Manager-000001,,Deliver card,891
93,info received,2023-10-04 11:32:58.497,,,info received,892
93,Check for completeness,2023-10-04 11:33:08.497,Clerk-000002,,Check for completeness,893
93,Request info,2023-10-04 11:44:28.220,Manager-000003,,Request info,894
95,Check for completeness,2023-10-04 11:44:34.245,Clerk-000006,,Check for completeness,895
95,New online application received,2023-10-04 11:44:34.245,,,New online application received,896
94,EVENT 13 END,2023-10-04 11:45:34.031,,,EVENT 13 END,897
95,Request info,2023-10-04 11:48:17.078,Manager-000005,,Request info,898
93,info received,2023-10-04 11:57:02.958,,,info received,899
93,Check for completeness,2023-10-04 11:57:12.958,Clerk-000001,,Check for completeness,900
93,application check,2023-10-04 11:59:09.463,Clerk-000004,homonymous Label(Activity:'Perform checks'),Perform checks,901
95,info received,2023-10-04 12:05:09.289,,,info received,902
95,Check for completeness,2023-10-04 12:05:19.289,Clerk-000003,,Check for completeness,903
95,Request info,2023-10-04 12:06:08.389,Manager-000006,,Request info,904
95,request information,2023-10-04 12:08:11.119,,homonymous Label(Activity:'info received'),info received,905
95,Check for completeness,2023-10-04 12:08:21.119,Clerk-000005,,Check for completeness,906
95,Request info,2023-10-04 12:16:47.126,Manager-000002,,Request info,907
93,Make decision,2023-10-04 12:28:46.407,Manager-000004,,Make decision,908
95,info received,2023-10-04 12:29:46.361,,,info received,909
95,Check for completeness,2023-10-04 12:29:56.361,Clerk-000002,,Check for completeness,910
93,notify reject,2023-10-04 12:32:01.431,Manager-000001,,notify reject,911
93,review request received,2023-10-04 12:33:35.003,,,review request received,912
93,Check for completeness,2023-10-04 12:33:45.003,Clerk-000006,,Check for completeness,913
93,Perform checks,2023-10-04 12:35:33.045,Clerk-000001,,Perform checks,914
93,Make decision,2023-10-04 12:36:57.294,Manager-000003,,Make decision,915
93,notify reject,2023-10-04 12:38:07.236,Manager-000005,,notify reject,916
93,time out,2023-10-04 12:39:35.025,,,time out,917
93,EVENT 13 END,2023-10-04 12:39:45.025,,,EVENT 13 END,918
95,Perform checks,2023-10-04 12:40:28.733,Clerk-000003,,Perform checks,919
95,Make decision,2023-10-04 12:43:01.684,Manager-000006,,Make decision,920
95,Notify accept,2023-10-04 12:47:40.526,Manager-000002,,Notify accept,921
95,Deliver card,2023-10-04 12:50:58.870,Manager-000004,,Deliver card,922
96,Check for completeness,2023-10-04 13:15:27.194,Clerk-000005,,Check for completeness,923
96,receive information,2023-10-04 13:15:27.194,,homonymous Label(Activity:'New online application received'),New online application received,924
96,request information,2023-10-04 13:15:40.136,Manager-000001,homonymous Label(Activity:'Request info'),Request info,925
95,EVENT 13 END,2023-10-04 13:18:26.743,,,EVENT 13 END,926
96,info received,2023-10-04 13:19:51.256,,,info received,927
96,Check for completeness,2023-10-04 13:20:01.256,Clerk-000004,,Check for completeness,928
96,Request info,2023-10-04 13:26:23.786,Manager-000003,,Request info,929
96,request information,2023-10-04 13:28:35.016,,homonymous Label(Activity:'info received'),info received,930
96,Check for completeness,2023-10-04 13:28:45.016,Clerk-000006,,Check for completeness,931
96,request information,2023-10-04 13:44:56.635,Manager-000005,homonymous Label(Activity:'Request info'),Request info,932
96,info received,2023-10-04 13:49:56.286,,,info received,933
96,Check for completeness,2023-10-04 13:50:06.286,Clerk-000001,,Check for completeness,934
96,Perform checks,2023-10-04 13:54:13.924,Clerk-000002,,Perform checks,935
96,Make decision,2023-10-04 14:10:14.260,Manager-000006,,Make decision,936
96,Notify accept,2023-10-04 14:32:55.284,Manager-000002,,Notify accept,937
96,Deliver card,2023-10-04 14:46:45.960,Manager-000004,,Deliver card,938
96,EVENT 13 END,2023-10-04 15:14:08.533,,,EVENT 13 END,939
98,Check for completeness,2023-10-04 18:26:47.685,Clerk-000004,,Check for completeness,940
98,New online application received,2023-10-04 18:26:47.685,,,New online application received,941
98,request information,2023-10-04 18:38:13.167,Manager-000006,homonymous Label(Activity:'Request info'),Request info,942
98,info received,2023-10-04 19:12:12.827,,,info received,943
98,Check for completeness,2023-10-04 19:12:22.827,Clerk-000006,,Check for completeness,944
98,Perform checks,2023-10-04 19:13:12.922,Clerk-000001,,Perform checks,945
98,Make decision,2023-10-04 19:15:14.703,Manager-000002,,Make decision,946
98,Notify accept,2023-10-04 19:18:25.525,Manager-000001,,Notify accept,947
98,Deliver card,2023-10-04 19:27:44.966,Manager-000005,,Deliver card,948
98,EVENT 13 END,2023-10-04 19:31:26.112,,,EVENT 13 END,949
102,Check for completeness,2023-10-04 21:14:24.966,Clerk-000005,,Check for completeness,950
102,receive information,2023-10-04 21:14:24.966,,homonymous Label(Activity:'New online application received'),New online application received,951
102,Request info,2023-10-04 21:23:37.532,Manager-000002,,Request info,952
102,request information,2023-10-04 21:37:17.505,,homonymous Label(Activity:'info received'),info received,953
102,Check for completeness,2023-10-04 21:37:27.505,Clerk-000004,,Check for completeness,954
102,request information,2023-10-04 21:43:38.344,Manager-000001,homonymous Label(Activity:'Request info'),Request info,955
102,request information,2023-10-04 21:45:32.692,,homonymous Label(Activity:'info received'),info received,956
102,Check for completeness,2023-10-04 21:45:42.692,Clerk-000001,,Check for completeness,957
102,Request info,2023-10-04 22:16:46.744,Manager-000003,,Request info,958
102,info received,2023-10-04 22:18:42.305,,,info received,959
102,Check for completeness,2023-10-04 22:18:52.305,Clerk-000002,,Check for completeness,960
102,request information,2023-10-04 22:19:09.528,Manager-000005,homonymous Label(Activity:'Request info'),Request info,961
102,request information,2023-10-04 22:21:33.420,,homonymous Label(Activity:'info received'),info received,962
102,Check for completeness,2023-10-04 22:21:43.420,Clerk-000003,,Check for completeness,963
102,request information,2023-10-04 22:28:01.143,Manager-000004,homonymous Label(Activity:'Request info'),Request info,964
102,request information,2023-10-04 22:55:04.164,,homonymous Label(Activity:'info received'),info received,965
102,Check for completeness,2023-10-04 22:55:14.164,Clerk-000006,,Check for completeness,966
102,request information,2023-10-04 22:56:15.724,Manager-000006,homonymous Label(Activity:'Request info'),Request info,967
103,New online application received,2023-10-04 22:59:58.906,,,New online application received,968
103,Check for completeness,2023-10-04 22:59:58.906,Clerk-000005,,Check for completeness,969
104,New online application received,2023-10-04 23:05:03.426,,,New online application received,970
104,Check for completeness,2023-10-04 23:05:03.426,Clerk-000004,,Check for completeness,971
102,request information,2023-10-04 23:06:16.110,,homonymous Label(Activity:'info received'),info received,972
102,Check for completeness,2023-10-04 23:06:26.110,Clerk-000001,,Check for completeness,973
102,application check,2023-10-04 23:08:29.591,Clerk-000002,homonymous Label(Activity:'Perform checks'),Perform checks,974
105,New online application received,2023-10-04 23:12:10.570,,,New online application received,975
105,Check for completeness,2023-10-04 23:12:10.570,Clerk-000003,,Check for completeness,976
102,Make decision,2023-10-04 23:14:23.877,Manager-000002,,Make decision,977
102,notify reject,2023-10-04 23:15:26.056,Manager-000001,,notify reject,978
104,request information,2023-10-04 23:16:08.407,Manager-000003,homonymous Label(Activity:'Request info'),Request info,979
105,request information,2023-10-04 23:18:25.602,Manager-000005,homonymous Label(Activity:'Request info'),Request info,980
104,info received,2023-10-04 23:20:57.214,,,info received,981
104,Check for completeness,2023-10-04 23:21:07.214,Clerk-000006,,Check for completeness,982
105,request information,2023-10-04 23:23:34.112,,homonymous Label(Activity:'info received'),info received,983
105,Check for completeness,2023-10-04 23:23:44.112,Clerk-000001,,Check for completeness,984
103,Perform checks,2023-10-04 23:26:52.439,Clerk-000002,,Perform checks,985
102,time out,2023-10-04 23:31:04.936,,,time out,986
102,EVENT 13 END,2023-10-04 23:31:14.936,,,EVENT 13 END,987
103,Make decision,2023-10-04 23:33:11.752,Manager-000004,,Make decision,988
103,send notification,2023-10-04 23:34:37.127,Manager-000006,homonymous Label(Activity:'notify reject'),notify reject,989
107,receive information,2023-10-04 23:37:09.280,,homonymous Label(Activity:'New online application received'),New online application received,991
107,Check for completeness,2023-10-04 23:37:09.280,Clerk-000003,,Check for completeness,990
107,application check,2023-10-04 23:37:42.578,Clerk-000005,homonymous Label(Activity:'Perform checks'),Perform checks,992
103,time out,2023-10-04 23:40:14.658,,,time out,993
103,EVENT 13 END,2023-10-04 23:40:24.658,,,EVENT 13 END,994
105,request information,2023-10-04 23:42:04.423,Manager-000002,homonymous Label(Activity:'Request info'),Request info,995
107,Make decision,2023-10-04 23:45:10.179,Manager-000003,,Make decision,996
104,request information,2023-10-04 23:47:27.306,Manager-000005,homonymous Label(Activity:'Request info'),Request info,997
107,Notify accept,2023-10-04 23:51:09.136,Manager-000004,,Notify accept,998
109,Check for completeness,2023-10-04 23:51:10.575,Clerk-000003,,Check for completeness,999
109,receive information,2023-10-04 23:51:10.575,,homonymous Label(Activity:'New online application received'),New online application received,1000
