Case,Activity,Timestamp,Resource,Injection,org,EventID
65,review,2024-05-08 18:35:23.840,Waiter-000002,homonymous Label(Activity:'Review drinks'),Review drinks,643
66,Prepare main course,2024-05-08 18:42:13.165,Cook-000003,,Prepare main course,644
67,Take order,2024-05-08 18:45:00.000,Waiter-000004,,Take order,646
67,start,2024-05-08 18:45:00.000,,,start,645
66,Review drinks,2024-05-08 18:46:34.747,Waiter-000003,,Review drinks,647
67,Review order,2024-05-08 18:47:17.665,Waiter-000005,,Review order,648
67,prepare order,2024-05-08 18:49:08.330,Barman-000002,homonymous Label(Activity:'prepare drinks'),prepare drinks,649
67,Prepare starter,2024-05-08 18:49:08.330,Cook helper-000002,,Prepare starter,650
66,prepare order,2024-05-08 18:52:16.027,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,651
67,bring order,2024-05-08 18:55:31.271,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,652
67,Review drinks,2024-05-08 18:56:43.745,Waiter-000001,,Review drinks,653
66,bring order,2024-05-08 18:57:44.030,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,654
66,review,2024-05-08 18:59:21.403,Waiter-000002,homonymous Label(Activity:'Review drinks'),Review drinks,655
66,prepare drinks,2024-05-08 18:59:24.562,Barman-000003,,prepare drinks,656
63,bring order,2024-05-08 19:00:45.596,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,658
65,Signal food complete,2024-05-08 19:00:45.596,Cook-000002,,Signal food complete,657
67,Signal food complete,2024-05-08 19:03:19.430,Cook-000003,,Signal food complete,659
67,bring order,2024-05-08 19:06:51.654,Cook helper-000001,homonymous Label(Activity:'Bring food'),Bring food,660
66,Signal food complete,2024-05-08 19:06:51.654,Cook-000003,,Signal food complete,661
66,bring order,2024-05-08 19:07:00.828,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,662
67,Deliver to customer,2024-05-08 19:09:33.845,Waiter-000001,,Deliver to customer,663
63,Deliver to customer,2024-05-08 19:10:31.160,Waiter-000002,,Deliver to customer,664
63,EVENT 8 END,2024-05-08 19:10:33.583,,,EVENT 8 END,665
67,EVENT 8 END,2024-05-08 19:13:48.717,,,EVENT 8 END,666
69,start,2024-05-08 19:15:00.000,,,start,667
69,Take order,2024-05-08 19:15:00.000,Waiter-000004,,Take order,668
69,review,2024-05-08 19:18:56.335,Waiter-000005,homonymous Label(Activity:'Review order'),Review order,669
69,prepare drinks,2024-05-08 19:19:32.956,Barman-000003,,prepare drinks,670
69,bring order,2024-05-08 19:21:33.886,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,671
69,Review drinks,2024-05-08 19:25:03.770,Waiter-000003,,Review drinks,672
66,review,2024-05-08 19:29:10.021,Waiter-000002,homonymous Label(Activity:'Review drinks'),Review drinks,673
70,Take order,2024-05-08 19:30:00.000,Waiter-000001,,Take order,674
70,start,2024-05-08 19:30:00.000,,,start,675
66,prepare drinks,2024-05-08 19:30:31.126,Barman-000003,,prepare drinks,676
70,review,2024-05-08 19:32:29.353,Waiter-000004,homonymous Label(Activity:'Review order'),Review order,677
70,Prepare starter,2024-05-08 19:34:01.531,Cook helper-000002,,Prepare starter,678
70,prepare order,2024-05-08 19:34:01.531,Barman-000002,homonymous Label(Activity:'prepare drinks'),prepare drinks,679
66,Bring drinks,2024-05-08 19:35:46.979,Barman-000001,,Bring drinks,680
66,review,2024-05-08 19:40:32.315,Waiter-000005,homonymous Label(Activity:'Review drinks'),Review drinks,681
70,bring order,2024-05-08 19:40:41.534,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,682
66,prepare order,2024-05-08 19:41:47.827,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,683
70,Review drinks,2024-05-08 19:42:39.719,Waiter-000003,,Review drinks,684
71,Take order,2024-05-08 19:45:00.000,Waiter-000002,,Take order,686
71,start,2024-05-08 19:45:00.000,,,start,685
71,review,2024-05-08 19:45:22.330,Waiter-000001,homonymous Label(Activity:'Review order'),Review order,687
71,prepare order,2024-05-08 19:46:07.581,Barman-000002,homonymous Label(Activity:'prepare drinks'),prepare drinks,688
66,bring order,2024-05-08 19:47:39.596,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,689
66,review,2024-05-08 19:48:08.274,Waiter-000005,homonymous Label(Activity:'Review drinks'),Review drinks,690
66,prepare order,2024-05-08 19:48:55.776,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,691
69,prepare order,2024-05-08 19:49:27.199,Cook-000001,homonymous Label(Activity:'Prepare main course'),Prepare main course,692
71,Bring drinks,2024-05-08 19:50:48.832,Barman-000003,,Bring drinks,693
70,Prepare main course,2024-05-08 19:51:08.207,Cook-000001,,Prepare main course,694
71,review,2024-05-08 19:52:27.241,Waiter-000002,homonymous Label(Activity:'Review drinks'),Review drinks,695
71,prepare order,2024-05-08 19:53:15.632,Cook-000001,homonymous Label(Activity:'Prepare main course'),Prepare main course,696
65,bring order,2024-05-08 19:56:21.796,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,697
66,bring order,2024-05-08 19:57:18.174,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,698
65,Deliver to customer,2024-05-08 19:59:31.329,Waiter-000003,,Deliver to customer,699
65,EVENT 8 END,2024-05-08 19:59:49.662,,,EVENT 8 END,700
72,start,2024-05-08 20:00:00.000,,,start,701
72,Take order,2024-05-08 20:00:00.000,Waiter-000001,,Take order,702
72,Review order,2024-05-08 20:00:30.221,Waiter-000004,,Review order,703
72,prepare drinks,2024-05-08 20:00:33.125,Barman-000003,,prepare drinks,704
72,Prepare starter,2024-05-08 20:00:33.125,Cook helper-000002,,Prepare starter,705
72,bring order,2024-05-08 20:03:11.245,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,706
69,Signal food complete,2024-05-08 20:04:05.602,Cook-000003,,Signal food complete,707
66,bring order,2024-05-08 20:04:05.602,Cook helper-000001,homonymous Label(Activity:'Bring food'),Bring food,708
72,review,2024-05-08 20:04:24.789,Waiter-000005,homonymous Label(Activity:'Review drinks'),Review drinks,709
72,prepare order,2024-05-08 20:05:32.978,Barman-000003,homonymous Label(Activity:'prepare drinks'),prepare drinks,710
70,Signal food complete,2024-05-08 20:06:16.955,Cook-000001,,Signal food complete,711
66,Review drinks,2024-05-08 20:08:06.949,Waiter-000002,,Review drinks,712
66,Deliver to customer,2024-05-08 20:08:29.213,Waiter-000003,,Deliver to customer,713
66,EVENT 8 END,2024-05-08 20:08:55.059,,,EVENT 8 END,714
72,bring order,2024-05-08 20:12:36.471,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,715
72,Review drinks,2024-05-08 20:14:39.649,Waiter-000001,,Review drinks,716
72,prepare drinks,2024-05-08 20:14:45.339,Barman-000002,,prepare drinks,717
72,prepare order,2024-05-08 20:19:48.724,Cook-000001,homonymous Label(Activity:'Prepare main course'),Prepare main course,718
70,bring order,2024-05-08 20:19:48.724,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,719
70,Deliver to customer,2024-05-08 20:20:26.043,Waiter-000002,,Deliver to customer,720
70,EVENT 8 END,2024-05-08 20:25:09.903,,,EVENT 8 END,721
72,Bring drinks,2024-05-08 20:26:31.098,Barman-000003,,Bring drinks,722
72,review,2024-05-08 20:28:00.634,Waiter-000003,homonymous Label(Activity:'Review drinks'),Review drinks,723
74,start,2024-05-08 20:30:00.000,,,start,725
74,Take order,2024-05-08 20:30:00.000,Waiter-000004,,Take order,724
74,Review order,2024-05-08 20:32:22.091,Waiter-000005,,Review order,726
74,prepare drinks,2024-05-08 20:35:01.148,Barman-000003,,prepare drinks,727
74,bring order,2024-05-08 20:38:49.277,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,728
69,Bring food,2024-05-08 20:39:16.622,Cook helper-000001,,Bring food,729
71,Signal food complete,2024-05-08 20:39:16.622,Cook-000003,,Signal food complete,730
71,bring order,2024-05-08 20:40:29.881,Cook helper-000002,homonymous Label(Activity:'Bring food'),Bring food,731
75,Take order,2024-05-08 20:45:00.000,Waiter-000002,,Take order,732
75,start,2024-05-08 20:45:00.000,,,start,733
71,Deliver to customer,2024-05-08 20:45:52.299,Waiter-000003,,Deliver to customer,734
75,review,2024-05-08 20:47:48.395,Waiter-000004,homonymous Label(Activity:'Review order'),Review order,735
71,EVENT 8 END,2024-05-08 20:48:07.051,,,EVENT 8 END,736
75,prepare drinks,2024-05-08 20:49:05.954,Barman-000002,,prepare drinks,737
74,Review drinks,2024-05-08 20:50:35.669,Waiter-000005,,Review drinks,738
75,bring order,2024-05-08 20:50:45.042,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,739
74,prepare drinks,2024-05-08 20:52:21.853,Barman-000001,,prepare drinks,740
74,Bring drinks,2024-05-08 20:53:15.124,Barman-000002,,Bring drinks,741
74,Review drinks,2024-05-08 20:54:56.871,Waiter-000001,,Review drinks,742
69,Deliver to customer,2024-05-08 20:56:08.071,Waiter-000002,,Deliver to customer,743
74,Prepare main course,2024-05-08 20:57:54.234,Cook-000002,,Prepare main course,744
75,prepare order,2024-05-08 20:58:49.718,Cook-000003,homonymous Label(Activity:'Prepare main course'),Prepare main course,745
69,EVENT 8 END,2024-05-08 20:59:25.544,,,EVENT 8 END,746
76,Take order,2024-05-08 21:00:00.000,Waiter-000004,,Take order,747
76,start,2024-05-08 21:00:00.000,,,start,748
75,review,2024-05-08 21:00:36.467,Waiter-000005,homonymous Label(Activity:'Review drinks'),Review drinks,749
75,prepare drinks,2024-05-08 21:00:43.549,Barman-000001,,prepare drinks,750
76,review,2024-05-08 21:01:13.781,Waiter-000001,homonymous Label(Activity:'Review order'),Review order,751
76,prepare drinks,2024-05-08 21:01:15.982,Barman-000002,,prepare drinks,752
76,Prepare starter,2024-05-08 21:01:15.982,Cook helper-000002,,Prepare starter,753
75,Bring drinks,2024-05-08 21:04:02.223,Barman-000003,,Bring drinks,754
75,Review drinks,2024-05-08 21:10:09.631,Waiter-000002,,Review drinks,755
76,Bring drinks,2024-05-08 21:10:14.393,Barman-000001,,Bring drinks,756
74,Signal food complete,2024-05-08 21:14:17.119,Cook-000001,,Signal food complete,757
77,Take order,2024-05-08 21:15:00.000,Waiter-000005,,Take order,758
77,start,2024-05-08 21:15:00.000,,,start,759
76,review,2024-05-08 21:15:07.876,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,760
76,Signal food complete,2024-05-08 21:17:48.536,Cook-000003,,Signal food complete,761
72,Signal food complete,2024-05-08 21:23:24.858,Cook-000003,,Signal food complete,763
76,Bring food,2024-05-08 21:23:24.858,Cook helper-000001,,Bring food,762
76,Deliver to customer,2024-05-08 21:25:01.735,Waiter-000001,,Deliver to customer,764
76,EVENT 8 END,2024-05-08 21:26:20.427,,,EVENT 8 END,765
77,Review order,2024-05-08 21:28:52.580,Waiter-000003,,Review order,766
77,prepare drinks,2024-05-08 21:29:05.515,Barman-000003,,prepare drinks,767
77,Bring drinks,2024-05-08 21:29:24.935,Barman-000002,,Bring drinks,768
78,Take order,2024-05-08 21:30:00.000,Waiter-000002,,Take order,769
78,start,2024-05-08 21:30:00.000,,,start,770
78,Review order,2024-05-08 21:32:27.307,Waiter-000004,,Review order,771
78,prepare order,2024-05-08 21:32:51.939,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,772
78,bring order,2024-05-08 21:34:11.593,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,773
78,Review drinks,2024-05-08 21:37:14.947,Waiter-000001,,Review drinks,774
79,Take order,2024-05-08 21:45:00.000,Waiter-000005,,Take order,776
79,start,2024-05-08 21:45:00.000,,,start,775
79,Review order,2024-05-08 21:46:12.415,Waiter-000003,,Review order,777
79,prepare drinks,2024-05-08 21:46:35.114,Barman-000001,,prepare drinks,778
79,prepare order,2024-05-08 21:46:35.114,Cook helper-000003,homonymous Label(Activity:'Prepare starter'),Prepare starter,779
79,bring order,2024-05-08 21:50:13.115,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,780
75,Signal food complete,2024-05-08 21:50:45.611,Cook-000002,,Signal food complete,781
77,Review drinks,2024-05-08 21:54:03.513,Waiter-000002,,Review drinks,782
79,review,2024-05-08 21:56:58.396,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,783
79,prepare order,2024-05-08 21:57:40.839,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,784
80,start,2024-05-08 22:00:00.000,,,start,785
80,Take order,2024-05-08 22:00:00.000,Waiter-000001,,Take order,786
80,review,2024-05-08 22:00:43.147,Waiter-000005,homonymous Label(Activity:'Review order'),Review order,787
80,prepare order,2024-05-08 22:01:25.969,Cook helper-000001,homonymous Label(Activity:'Prepare starter'),Prepare starter,789
80,prepare order,2024-05-08 22:01:25.969,Barman-000002,homonymous Label(Activity:'prepare drinks'),prepare drinks,788
79,Bring drinks,2024-05-08 22:02:07.975,Barman-000003,,Bring drinks,790
79,review,2024-05-08 22:03:15.611,Waiter-000002,homonymous Label(Activity:'Review drinks'),Review drinks,791
79,prepare order,2024-05-08 22:04:23.137,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,792
77,prepare order,2024-05-08 22:06:45.165,Cook-000003,homonymous Label(Activity:'Prepare main course'),Prepare main course,793
72,bring order,2024-05-08 22:06:45.165,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,794
72,Deliver to customer,2024-05-08 22:08:23.428,Waiter-000004,,Deliver to customer,795
72,EVENT 8 END,2024-05-08 22:12:16.895,,,EVENT 8 END,796
80,bring order,2024-05-08 22:13:26.175,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,797
81,start,2024-05-08 22:15:00.000,,,start,798
81,Take order,2024-05-08 22:15:00.000,Waiter-000001,,Take order,799
78,Prepare main course,2024-05-08 22:16:29.065,Cook-000001,,Prepare main course,801
74,bring order,2024-05-08 22:16:29.065,Cook helper-000002,homonymous Label(Activity:'Bring food'),Bring food,800
81,Review order,2024-05-08 22:17:15.723,Waiter-000005,,Review order,802
74,Deliver to customer,2024-05-08 22:17:45.609,Waiter-000003,,Deliver to customer,803
79,Bring drinks,2024-05-08 22:17:55.689,Barman-000002,,Bring drinks,804
81,prepare drinks,2024-05-08 22:18:16.137,Barman-000001,,prepare drinks,805
79,Prepare main course,2024-05-08 22:18:27.407,Cook-000001,,Prepare main course,806
79,review,2024-05-08 22:19:13.397,Waiter-000002,homonymous Label(Activity:'Review drinks'),Review drinks,807
74,EVENT 8 END,2024-05-08 22:21:57.495,,,EVENT 8 END,808
80,review,2024-05-08 22:23:27.940,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,809
80,Signal food complete,2024-05-08 22:26:18.558,Cook-000002,,Signal food complete,810
75,bring order,2024-05-08 22:26:18.558,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,811
75,Deliver to customer,2024-05-08 22:27:52.207,Waiter-000001,,Deliver to customer,812
82,Take order,2024-05-08 22:30:00.000,Waiter-000005,,Take order,814
82,start,2024-05-08 22:30:00.000,,,start,813
82,Review order,2024-05-08 22:30:25.874,Waiter-000002,,Review order,815
82,prepare order,2024-05-08 22:30:28.108,Barman-000002,homonymous Label(Activity:'prepare drinks'),prepare drinks,816
75,EVENT 8 END,2024-05-08 22:31:29.665,,,EVENT 8 END,817
82,bring order,2024-05-08 22:33:24.208,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,818
81,bring order,2024-05-08 22:39:04.708,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,819
82,Review drinks,2024-05-08 22:39:13.683,Waiter-000003,,Review drinks,820
81,review,2024-05-08 22:39:31.791,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,821
81,prepare drinks,2024-05-08 22:39:49.289,Barman-000001,,prepare drinks,822
83,Take order,2024-05-08 22:45:00.000,Waiter-000005,,Take order,823
83,start,2024-05-08 22:45:00.000,,,start,824
83,review,2024-05-08 22:45:10.698,Waiter-000002,homonymous Label(Activity:'Review order'),Review order,825
83,prepare drinks,2024-05-08 22:45:16.189,Barman-000003,,prepare drinks,826
83,bring order,2024-05-08 22:47:02.780,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,827
81,Prepare main course,2024-05-08 22:48:21.967,Cook-000003,,Prepare main course,828
83,Review drinks,2024-05-08 22:49:47.868,Waiter-000001,,Review drinks,829
81,bring order,2024-05-08 22:50:23.549,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,830
78,Signal food complete,2024-05-08 22:55:18.610,Cook-000002,,Signal food complete,831
80,bring order,2024-05-08 22:55:18.610,Cook helper-000001,homonymous Label(Activity:'Bring food'),Bring food,832
81,review,2024-05-08 22:57:10.509,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,833
81,prepare order,2024-05-08 22:57:32.955,Barman-000002,homonymous Label(Activity:'prepare drinks'),prepare drinks,834
81,Bring drinks,2024-05-08 22:57:46.878,Barman-000001,,Bring drinks,835
80,Deliver to customer,2024-05-08 22:58:34.219,Waiter-000003,,Deliver to customer,836
84,start,2024-05-08 23:00:00.000,,,start,837
84,Take order,2024-05-08 23:00:00.000,Waiter-000005,,Take order,838
80,EVENT 8 END,2024-05-08 23:00:49.234,,,EVENT 8 END,839
84,review,2024-05-08 23:02:00.376,Waiter-000002,homonymous Label(Activity:'Review order'),Review order,840
82,prepare order,2024-05-08 23:02:05.828,Cook-000001,homonymous Label(Activity:'Prepare main course'),Prepare main course,841
84,prepare drinks,2024-05-08 23:02:07.649,Barman-000003,,prepare drinks,842
83,Prepare main course,2024-05-08 23:06:19.549,Cook-000001,,Prepare main course,843
84,bring order,2024-05-08 23:08:15.079,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,844
77,Signal food complete,2024-05-08 23:08:30.576,Cook-000001,,Signal food complete,845
79,Signal food complete,2024-05-08 23:11:09.225,Cook-000002,,Signal food complete,846
78,Bring food,2024-05-08 23:11:09.225,Cook helper-000002,,Bring food,847
78,Deliver to customer,2024-05-08 23:12:03.434,Waiter-000001,,Deliver to customer,848
78,EVENT 8 END,2024-05-08 23:16:18.715,,,EVENT 8 END,849
84,Review drinks,2024-05-08 23:18:53.001,Waiter-000002,,Review drinks,850
81,review,2024-05-08 23:18:54.704,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,851
86,start,2024-05-08 23:30:00.000,,,start,852
86,Take order,2024-05-08 23:30:00.000,Waiter-000001,,Take order,853
86,Review order,2024-05-08 23:32:01.069,Waiter-000003,,Review order,854
84,Prepare main course,2024-05-08 23:34:04.954,Cook-000003,,Prepare main course,855
86,prepare order,2024-05-08 23:34:35.163,Barman-000003,homonymous Label(Activity:'prepare drinks'),prepare drinks,856
86,Prepare starter,2024-05-08 23:34:35.163,Cook helper-000003,,Prepare starter,857
86,bring order,2024-05-08 23:36:58.336,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,858
87,Take order,2024-05-08 23:45:00.000,Waiter-000005,,Take order,859
87,start,2024-05-08 23:45:00.000,,,start,860
86,review,2024-05-08 23:46:36.111,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,861
87,Review order,2024-05-08 23:47:11.560,Waiter-000002,,Review order,862
87,prepare order,2024-05-08 23:51:19.064,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,863
87,Bring drinks,2024-05-08 23:51:44.392,Barman-000003,,Bring drinks,864
82,Signal food complete,2024-05-08 23:55:03.688,Cook-000003,,Signal food complete,865
77,Bring food,2024-05-08 23:56:32.770,Cook helper-000001,,Bring food,867
83,Signal food complete,2024-05-08 23:56:32.770,Cook-000001,,Signal food complete,866
83,Bring food,2024-05-08 23:58:19.063,Cook helper-000002,,Bring food,868
87,review,2024-05-08 23:59:05.316,Waiter-000001,homonymous Label(Activity:'Review drinks'),Review drinks,869
88,start,2024-05-09 00:00:00.000,,,start,870
88,Take order,2024-05-09 00:00:00.000,Waiter-000003,,Take order,871
83,Deliver to customer,2024-05-09 00:00:03.337,Waiter-000004,,Deliver to customer,872
79,bring order,2024-05-09 00:02:04.944,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,873
81,Signal food complete,2024-05-09 00:02:04.944,Cook-000002,,Signal food complete,874
83,EVENT 8 END,2024-05-09 00:03:47.088,,,EVENT 8 END,875
86,prepare order,2024-05-09 00:03:53.547,Cook-000002,homonymous Label(Activity:'Prepare main course'),Prepare main course,876
81,bring order,2024-05-09 00:03:53.547,Cook helper-000002,homonymous Label(Activity:'Bring food'),Bring food,877
88,Review order,2024-05-09 00:04:23.292,Waiter-000005,,Review order,878
88,prepare drinks,2024-05-09 00:04:44.453,Barman-000002,,prepare drinks,879
81,Deliver to customer,2024-05-09 00:05:30.170,Waiter-000002,,Deliver to customer,880
79,Deliver to customer,2024-05-09 00:05:32.201,Waiter-000001,,Deliver to customer,881
79,EVENT 8 END,2024-05-09 00:05:57.794,,,EVENT 8 END,882
77,Deliver to customer,2024-05-09 00:07:55.133,Waiter-000004,,Deliver to customer,883
77,EVENT 8 END,2024-05-09 00:08:39.782,,,EVENT 8 END,884
87,Prepare main course,2024-05-09 00:09:41.510,Cook-000003,,Prepare main course,885
82,bring order,2024-05-09 00:09:41.510,Cook helper-000002,homonymous Label(Activity:'Bring food'),Bring food,886
81,EVENT 8 END,2024-05-09 00:10:17.186,,,EVENT 8 END,887
84,Signal food complete,2024-05-09 00:13:51.516,Cook-000002,,Signal food complete,888
88,bring order,2024-05-09 00:15:08.144,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,889
88,Review drinks,2024-05-09 00:15:48.009,Waiter-000001,,Review drinks,890
88,prepare order,2024-05-09 00:18:43.094,Cook-000003,homonymous Label(Activity:'Prepare main course'),Prepare main course,891
82,Deliver to customer,2024-05-09 00:28:35.099,Waiter-000002,,Deliver to customer,892
90,Take order,2024-05-09 00:30:00.000,Waiter-000003,,Take order,894
90,start,2024-05-09 00:30:00.000,,,start,893
90,Review order,2024-05-09 00:30:20.166,Waiter-000001,,Review order,895
90,prepare drinks,2024-05-09 00:30:24.813,Barman-000001,,prepare drinks,896
90,Prepare starter,2024-05-09 00:30:24.813,Cook helper-000001,,Prepare starter,897
82,EVENT 8 END,2024-05-09 00:30:30.430,,,EVENT 8 END,898
84,bring order,2024-05-09 00:32:31.219,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,899
86,Signal food complete,2024-05-09 00:32:31.219,Cook-000002,,Signal food complete,900
90,bring order,2024-05-09 00:42:42.479,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,901
90,Review drinks,2024-05-09 00:43:01.251,Waiter-000005,,Review drinks,902
87,Signal food complete,2024-05-09 00:43:37.653,Cook-000002,,Signal food complete,903
86,bring order,2024-05-09 00:43:37.653,Cook helper-000002,homonymous Label(Activity:'Bring food'),Bring food,904
86,Deliver to customer,2024-05-09 00:44:55.337,Waiter-000004,,Deliver to customer,905
91,Take order,2024-05-09 00:45:00.000,Waiter-000003,,Take order,907
91,start,2024-05-09 00:45:00.000,,,start,906
91,Review order,2024-05-09 00:45:15.763,Waiter-000001,,Review order,908
86,EVENT 8 END,2024-05-09 00:45:30.378,,,EVENT 8 END,909
84,Deliver to customer,2024-05-09 00:47:23.382,Waiter-000002,,Deliver to customer,910
90,prepare drinks,2024-05-09 00:47:28.110,Barman-000002,,prepare drinks,911
87,Bring food,2024-05-09 00:47:54.060,Cook helper-000001,,Bring food,912
84,EVENT 8 END,2024-05-09 00:48:30.794,,,EVENT 8 END,913
91,prepare drinks,2024-05-09 00:48:36.502,Barman-000001,,prepare drinks,914
90,Bring drinks,2024-05-09 00:48:42.357,Barman-000003,,Bring drinks,915
90,Prepare main course,2024-05-09 00:49:35.691,Cook-000003,,Prepare main course,916
91,Prepare main course,2024-05-09 00:50:19.561,Cook-000003,,Prepare main course,917
88,Signal food complete,2024-05-09 00:51:21.388,Cook-000001,,Signal food complete,918
90,review,2024-05-09 00:52:26.328,Waiter-000003,homonymous Label(Activity:'Review drinks'),Review drinks,919
91,Bring drinks,2024-05-09 00:53:27.385,Barman-000002,,Bring drinks,920
91,Review drinks,2024-05-09 00:54:17.402,Waiter-000004,,Review drinks,921
91,prepare order,2024-05-09 00:55:11.120,Barman-000003,homonymous Label(Activity:'prepare drinks'),prepare drinks,922
87,Deliver to customer,2024-05-09 00:57:12.973,Waiter-000005,,Deliver to customer,923
92,start,2024-05-09 01:00:00.000,,,start,924
92,Take order,2024-05-09 01:00:00.000,Waiter-000002,,Take order,925
91,Bring drinks,2024-05-09 01:00:12.507,Barman-000001,,Bring drinks,926
92,Review order,2024-05-09 01:01:01.685,Waiter-000001,,Review order,927
92,prepare drinks,2024-05-09 01:02:19.745,Barman-000002,,prepare drinks,928
92,prepare order,2024-05-09 01:02:19.745,Cook helper-000002,homonymous Label(Activity:'Prepare starter'),Prepare starter,929
92,Bring drinks,2024-05-09 01:03:16.554,Barman-000003,,Bring drinks,930
91,review,2024-05-09 01:03:45.151,Waiter-000003,homonymous Label(Activity:'Review drinks'),Review drinks,931
87,EVENT 8 END,2024-05-09 01:03:54.894,,,EVENT 8 END,932
92,Review drinks,2024-05-09 01:04:34.693,Waiter-000004,,Review drinks,933
91,prepare drinks,2024-05-09 01:06:19.601,Barman-000002,,prepare drinks,934
91,bring order,2024-05-09 01:07:11.194,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,935
90,Signal food complete,2024-05-09 01:10:58.639,Cook-000003,,Signal food complete,936
91,Review drinks,2024-05-09 01:11:15.744,Waiter-000002,,Review drinks,937
91,prepare order,2024-05-09 01:12:15.118,Barman-000003,homonymous Label(Activity:'prepare drinks'),prepare drinks,938
91,Bring drinks,2024-05-09 01:14:53.307,Barman-000002,,Bring drinks,939
93,start,2024-05-09 01:15:00.000,,,start,940
93,Take order,2024-05-09 01:15:00.000,Waiter-000001,,Take order,941
93,review,2024-05-09 01:16:45.126,Waiter-000005,homonymous Label(Activity:'Review order'),Review order,942
93,prepare order,2024-05-09 01:16:52.900,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,943
92,Signal food complete,2024-05-09 01:21:25.277,Cook-000003,,Signal food complete,945
90,Bring food,2024-05-09 01:21:25.277,Cook helper-000001,,Bring food,944
93,Bring drinks,2024-05-09 01:26:48.945,Barman-000003,,Bring drinks,946
94,start,2024-05-09 01:30:00.000,,,start,947
94,Take order,2024-05-09 01:30:00.000,Waiter-000003,,Take order,948
91,Review drinks,2024-05-09 01:31:20.962,Waiter-000002,,Review drinks,949
94,review,2024-05-09 01:31:40.152,Waiter-000001,homonymous Label(Activity:'Review order'),Review order,950
90,Deliver to customer,2024-05-09 01:32:49.821,Waiter-000005,,Deliver to customer,951
90,EVENT 8 END,2024-05-09 01:33:51.083,,,EVENT 8 END,952
93,Review drinks,2024-05-09 01:35:07.533,Waiter-000004,,Review drinks,953
94,prepare order,2024-05-09 01:35:30.653,Barman-000001,homonymous Label(Activity:'prepare drinks'),prepare drinks,954
94,bring order,2024-05-09 01:37:37.056,Barman-000002,homonymous Label(Activity:'Bring drinks'),Bring drinks,955
91,Signal food complete,2024-05-09 01:38:01.777,Cook-000003,,Signal food complete,957
92,Bring food,2024-05-09 01:38:01.777,Cook helper-000002,,Bring food,956
88,Bring food,2024-05-09 01:38:25.628,Cook helper-000003,,Bring food,958
93,Prepare main course,2024-05-09 01:38:25.628,Cook-000001,,Prepare main course,959
94,Review drinks,2024-05-09 01:41:59.249,Waiter-000003,,Review drinks,960
